payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9045038,LN-503996,CUST-105079,2025-06-18,1051.39,1051.39,Scheduled,Wire,Posted,False,False,,2025-06-18,2025-06-28,True,False
PMT-9045236,LN-509198,CUST-102479,2025-06-19,761.34,761.34,Scheduled,Check,Posted,False,False,,2025-06-19,2025-06-28,True,False
PMT-9045340,LN-501695,CUST-100156,2025-06-19,660.37,660.37,Scheduled,ACH,Posted,False,False,,2025-06-19,2025-06-28,True,False
PMT-9045762,LN-507267,CUST-102939,2025-06-20,152.32,152.32,Scheduled,ACH,Posted,False,False,,2025-06-20,2025-06-28,True,False
PMT-9045891,LN-506404,CUST-102349,2025-06-21,22.46,22.46,Scheduled,Debit Card,Posted,False,False,,2025-06-21,2025-06-28,True,False
PMT-9045926,LN-508522,CUST-100478,2025-06-21,241.27,241.27,Scheduled,ACH,Posted,False,False,,2025-06-21,2025-06-28,True,False
PMT-9045934,LN-502827,CUST-102826,2025-06-21,125.03,125.03,Scheduled,Wire,Posted,False,False,,2025-06-21,2025-06-28,True,False
PMT-9046627,LN-504637,CUST-101718,2025-06-23,336.64,336.64,Scheduled,Check,Posted,False,False,,2025-06-23,2025-06-28,True,False
PMT-9046886,LN-508627,CUST-107518,2025-06-24,595.49,595.49,Scheduled,ACH,Posted,False,False,,2025-06-24,2025-06-28,True,False
PMT-9046998,LN-502366,CUST-104920,2025-06-24,281.18,281.18,Scheduled,Check,Posted,False,False,,2025-06-24,2025-06-28,True,False
PMT-9047380,LN-503295,CUST-101081,2025-06-25,724.95,724.95,Scheduled,ACH,Posted,False,False,,2025-06-25,2025-06-28,True,False
PMT-9047494,LN-507507,CUST-107078,2025-06-25,1096.54,1096.54,Scheduled,ACH,Posted,False,False,,2025-06-25,2025-06-28,True,False
PMT-9047755,LN-502365,CUST-104616,2025-06-26,833.98,833.98,Scheduled,ACH,Posted,False,False,,2025-06-26,2025-06-28,True,False
PMT-9048217,LN-504656,CUST-100001,2025-06-28,426.96,426.96,Scheduled,Cash,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048218,LN-504762,CUST-103285,2025-06-28,871.94,871.94,Scheduled,Cash,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048219,LN-506484,CUST-106343,2025-06-28,241.99,241.99,Scheduled,Debit Card,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048220,LN-508967,CUST-102239,2025-06-28,313.83,313.83,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048221,LN-509983,CUST-102491,2025-06-28,1284.21,1284.21,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048222,LN-508400,CUST-102353,2025-06-28,159.94,0.0,Extra,Check,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048223,LN-502985,CUST-105042,2025-06-28,388.2,0.0,Extra,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048224,LN-508526,CUST-106485,2025-06-28,561.87,561.87,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048225,LN-508927,CUST-106172,2025-06-28,834.82,834.82,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048226,LN-504718,CUST-101053,2025-06-28,380.71,380.71,Scheduled,ACH,Returned,False,True,,2025-06-28,2025-06-28,False,False
PMT-9048227,LN-509713,CUST-102055,2025-06-28,913.66,913.66,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048228,LN-508225,CUST-100616,2025-06-28,749.44,749.44,Scheduled,Debit Card,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048229,LN-508523,CUST-104748,2025-06-28,810.15,810.15,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048230,LN-507095,CUST-101122,2025-06-28,368.26,368.26,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048232,LN-505990,CUST-105458,2025-06-28,200.19,200.19,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048233,LN-500262,CUST-106242,2025-06-28,760.21,760.21,Scheduled,Debit Card,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048234,LN-508489,CUST-104939,2025-06-28,606.79,606.79,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048235,LN-500259,CUST-105082,2025-06-28,478.23,478.23,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048236,LN-509985,CUST-106179,2025-06-28,853.88,853.88,Scheduled,Debit Card,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048237,LN-501268,CUST-103983,2025-06-28,202.69,202.69,Scheduled,Check,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048238,LN-501497,CUST-103322,2025-06-28,112.74,0.0,Extra,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048239,LN-507780,CUST-102408,2025-06-28,321.84,321.84,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048240,LN-500834,CUST-106879,2025-06-28,599.86,599.86,Scheduled,Debit Card,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048242,LN-501036,CUST-103272,2025-06-28,124.06,124.06,Scheduled,Debit Card,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048243,LN-507081,CUST-103822,2025-06-28,60.3,60.3,Scheduled,Debit Card,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048244,LN-508943,CUST-106640,2025-06-28,308.29,308.29,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048245,LN-504183,CUST-105405,2025-06-28,579.15,579.15,Scheduled,Debit Card,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048246,LN-507732,CUST-105651,2025-06-28,268.53,268.53,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048248,LN-501039,CUST-102491,2025-06-28,156.85,156.85,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048249,LN-502611,CUST-104221,2025-06-28,279.74,279.74,Scheduled,Debit Card,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048250,LN-505666,CUST-105260,2025-06-28,268.56,268.56,Scheduled,Debit Card,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048251,LN-505475,CUST-101656,2025-06-28,199.43,0.0,Extra,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048252,LN-505617,CUST-101406,2025-06-28,746.17,746.17,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048253,LN-502328,CUST-104868,2025-06-28,476.59,476.59,Scheduled,Debit Card,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048254,LN-507091,CUST-103005,2025-06-28,792.07,792.07,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048255,LN-506490,CUST-104134,2025-06-28,974.37,974.37,Scheduled,Check,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048256,LN-503180,CUST-101915,2025-06-28,831.75,831.75,Scheduled,Check,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048257,LN-509376,CUST-105248,2025-06-28,606.05,606.05,Scheduled,Check,Posted,False,False,,2025-06-28,2025-06-28,False,False
PMT-9048258,LN-509102,CUST-105280,2025-06-28,261.59,261.59,Scheduled,ACH,Posted,False,False,,2025-06-28,2025-06-28,False,False
