ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700024,LN-500354,CUST-102598,CTC-60000212,COL-1053,2025-04-28,2025-05-10,50.0,Kept,50.0,2025-05-08
PTP-700116,LN-502290,CUST-103391,CTC-60001153,COL-1079,2025-04-28,2025-05-06,50.0,Broken,0.0,
PTP-700185,LN-503493,CUST-102966,CTC-60001783,COL-1053,2025-04-28,2025-05-12,201.3,Kept,201.3,2025-05-13
PTP-700571,LN-500790,CUST-101536,CTC-60005386,COL-1050,2025-04-28,2025-05-02,376.49,Kept,376.49,2025-05-02
PTP-700650,LN-503154,CUST-104307,CTC-60006273,COL-1066,2025-04-28,2025-05-03,137.09,Broken,0.0,
PTP-700696,LN-504155,CUST-103495,CTC-60006667,COL-1074,2025-04-28,2025-05-02,232.91,Kept,232.91,2025-05-02
PTP-700806,LN-507592,CUST-101737,CTC-60007837,COL-1054,2025-04-28,2025-04-30,173.86,Broken,0.0,
PTP-700831,LN-508182,CUST-101550,CTC-60008096,COL-1001,2025-04-28,2025-05-03,245.03,Kept,245.03,2025-05-01
PTP-700881,LN-509475,CUST-105969,CTC-60008584,COL-1105,2025-04-28,2025-04-30,293.52,Kept,293.52,2025-05-02
PTP-701565,LN-506243,CUST-100103,CTC-60015298,COL-1075,2025-04-28,2025-05-12,1112.3,Partial,324.31,2025-05-12
PTP-701569,LN-506262,CUST-103639,CTC-60015342,COL-1108,2025-04-28,2025-05-11,1411.03,Kept,1411.03,2025-05-06
PTP-701654,LN-507728,CUST-100376,CTC-60016152,COL-1091,2025-04-28,2025-05-08,567.45,Broken,0.0,
PTP-701739,LN-508726,CUST-102149,CTC-60017007,COL-1106,2025-04-28,2025-05-06,1743.04,Kept,1743.04,2025-05-08
