ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700018,LN-500317,CUST-102210,CTC-60000169,COL-1004,2025-01-11,2025-01-22,164.7,Kept,164.7,2025-01-16
PTP-700050,LN-500784,CUST-103107,CTC-60000432,COL-1019,2025-01-11,2025-01-23,50.0,Kept,50.0,2025-01-20
PTP-700240,LN-504695,CUST-106575,CTC-60002385,COL-1088,2025-01-11,2025-01-16,212.21,Kept,212.21,2025-01-15
PTP-700506,LN-509683,CUST-102576,CTC-60004845,COL-1004,2025-01-11,2025-01-17,151.96,Kept,151.96,2025-01-17
PTP-700657,LN-503256,CUST-105342,CTC-60006305,COL-1068,2025-01-11,2025-01-16,295.01,Broken,0.0,
PTP-700902,LN-509867,CUST-107439,CTC-60008774,COL-1066,2025-01-11,2025-01-14,528.52,Broken,0.0,
PTP-701009,LN-503349,CUST-100978,CTC-60009853,COL-1018,2025-01-11,2025-01-20,443.86,Kept,443.86,2025-01-12
PTP-701303,LN-501803,CUST-100130,CTC-60012763,COL-1106,2025-01-11,2025-01-14,778.85,Partial,343.27,2025-01-14
PTP-701497,LN-504922,CUST-107446,CTC-60014596,COL-1034,2025-01-11,2025-01-24,639.76,Broken,0.0,
PTP-701737,LN-508726,CUST-102149,CTC-60016988,COL-1017,2025-01-11,2025-01-18,799.58,Kept,799.58,2025-01-14
PTP-701748,LN-508944,CUST-101070,CTC-60017100,COL-1006,2025-01-11,2025-01-22,1073.83,Kept,1073.83,2025-01-11
