ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700042,LN-500675,CUST-105760,CTC-60000366,COL-1089,2025-05-03,2025-05-16,50.0,Kept,50.0,2025-05-18
PTP-700060,LN-500917,CUST-106385,CTC-60000504,COL-1069,2025-05-03,2025-05-12,60.72,Broken,0.0,
PTP-700132,LN-502663,CUST-106510,CTC-60001353,COL-1100,2025-05-03,2025-05-10,50.0,Kept,50.0,2025-05-06
PTP-700509,LN-509703,CUST-106679,CTC-60004865,COL-1111,2025-05-03,2025-05-12,123.11,Broken,0.0,
PTP-700692,LN-504128,,CTC-60006636,COL-1105,2025-05-03,2025-05-07,173.67,Broken,0.0,
PTP-700749,LN-505841,CUST-106219,CTC-60007246,COL-1102,2025-05-03,2025-05-15,287.35,Kept,287.35,2025-05-15
PTP-700935,LN-501122,CUST-105908,CTC-60009151,COL-1119,2025-05-03,2025-05-17,374.67,Broken,0.0,
PTP-701214,LN-500093,CUST-107444,CTC-60011928,COL-1083,2025-05-03,2025-05-08,839.5,Kept,839.5,2025-05-06
PTP-701329,LN-502337,CUST-100879,CTC-60013025,COL-1055,2025-05-03,2025-05-15,875.09,Kept,875.09,2025-05-08
PTP-701643,LN-507559,CUST-100595,CTC-60016041,COL-1006,2025-05-03,2025-05-10,603.52,Kept,603.52,2025-05-03
PTP-701709,LN-508288,CUST-102252,CTC-60016773,COL-1106,2025-05-03,2025-05-14,396.98,Kept,396.98,2025-05-04
