customer_id,file_date,source_updated_at,fico_score,risk_band_code,is_late_arrival,source_system
CUST-100032,2025-01-03,2025-01-15,738,R3,True,CREDIT_BUREAU
CUST-101586,2025-01-03,2025-01-15,706,R3,True,CREDIT_BUREAU
CUST-103131,2025-01-03,2025-01-15,732,R3,True,CREDIT_BUREAU
CUST-104909,2025-01-03,2025-01-15,751,R2,True,CREDIT_BUREAU
CUST-104564,2025-01-03,2025-01-15,805,R1,True,CREDIT_BUREAU
CUST-104187,2025-01-03,2025-01-15,682,R4,True,CREDIT_BUREAU
CUST-100043,2025-01-03,2025-01-15,829,R1,True,CREDIT_BUREAU
CUST-104467,2025-01-03,2025-01-15,837,R1,True,CREDIT_BUREAU
CUST-102650,2025-01-03,2025-01-15,685,R4,True,CREDIT_BUREAU
CUST-103150,2025-01-03,2025-01-15,646,R5,True,CREDIT_BUREAU
CUST-100950,2025-01-03,2025-01-15,415,R7,True,CREDIT_BUREAU
CUST-104110,2025-01-03,2025-01-15,680,R4,True,CREDIT_BUREAU
CUST-104044,2025-01-03,2025-01-15,725,R3,True,CREDIT_BUREAU
CUST-105251,2025-01-03,2025-01-15,762,R2,True,CREDIT_BUREAU
CUST-107274,2025-01-03,2025-01-15,671,R4,True,CREDIT_BUREAU
CUST-107891,2025-01-03,2025-01-15,769,R2,True,CREDIT_BUREAU
CUST-104170,2025-01-03,2025-01-15,766,R2,True,CREDIT_BUREAU
CUST-105368,2025-01-03,2025-01-15,698,R4,True,CREDIT_BUREAU
CUST-101829,2025-01-03,2025-01-15,590,R6,True,CREDIT_BUREAU
CUST-105966,2025-01-03,2025-01-15,626,R5,True,CREDIT_BUREAU
CUST-101166,2025-01-03,2025-01-15,810,R1,True,CREDIT_BUREAU
CUST-107664,2025-01-03,2025-01-15,599,R6,True,CREDIT_BUREAU
CUST-101797,2025-01-03,2025-01-15,601,R6,True,CREDIT_BUREAU
CUST-100848,2025-01-03,2025-01-15,667,R4,True,CREDIT_BUREAU
CUST-107913,2025-01-03,2025-01-15,715,R3,True,CREDIT_BUREAU
CUST-107907,2025-01-03,2025-01-15,813,R1,True,CREDIT_BUREAU
CUST-104027,2025-01-03,2025-01-15,633,R5,True,CREDIT_BUREAU
CUST-100700,2025-01-03,2025-01-15,761,R2,True,CREDIT_BUREAU
CUST-107483,2025-01-03,2025-01-15,696,R4,True,CREDIT_BUREAU
CUST-107194,2025-01-03,2025-01-15,709,R3,True,CREDIT_BUREAU
CUST-104834,2025-01-03,2025-01-15,654,R5,True,CREDIT_BUREAU
CUST-100278,2025-01-03,2025-01-15,665,R4,True,CREDIT_BUREAU
CUST-103782,2025-01-03,2025-01-15,672,R4,True,CREDIT_BUREAU
CUST-104926,2025-01-03,2025-01-15,776,R2,True,CREDIT_BUREAU
CUST-105428,2025-01-03,2025-01-15,725,R3,True,CREDIT_BUREAU
CUST-104570,2025-01-03,2025-01-15,669,R4,True,CREDIT_BUREAU
CUST-101214,2025-01-03,2025-01-15,644,R5,True,CREDIT_BUREAU
CUST-107944,2025-01-03,2025-01-15,672,R4,True,CREDIT_BUREAU
CUST-100375,2025-01-03,2025-01-15,596,R6,True,CREDIT_BUREAU
CUST-103178,2025-01-03,2025-01-15,601,R6,True,CREDIT_BUREAU
CUST-105150,2025-01-03,2025-01-15,770,R2,True,CREDIT_BUREAU
CUST-105995,2025-01-03,2025-01-15,653,R5,True,CREDIT_BUREAU
