contact_id,loan_id,customer_id,contact_date,collector_ref_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000726,LN-501363,CUST-100833,2025-05-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000743,LN-501392,CUST-103655,2025-05-24,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000883,LN-501724,CUST-105504,2025-05-24,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001226,LN-502426,CUST-103503,2025-05-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001261,LN-502530,CUST-101845,2025-05-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002074,LN-504095,CUST-105945,2025-05-24,,EMAIL,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60002324,LN-504595,CUST-100717,2025-05-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002893,LN-505769,CUST-100448,2025-05-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003521,LN-506946,CUST-106264,2025-05-24,,EMAIL,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60003559,LN-507035,CUST-100655,2025-05-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003626,LN-507155,CUST-102666,2025-05-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003780,LN-507442,CUST-100950,2025-05-24,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003836,LN-507604,CUST-107465,2025-05-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003840,LN-507623,CUST-104058,2025-05-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003949,LN-507837,CUST-107077,2025-05-24,,IVR,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60004081,LN-508084,CUST-104863,2025-05-24,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004133,LN-508188,CUST-103823,2025-05-24,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60004149,LN-508224,CUST-103145,2025-05-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004311,LN-508575,CUST-104218,2025-05-24,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
