payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9005348,LN-507256,CUST-106366,2025-01-23,937.07,937.07,Scheduled,ACH,Posted,False,False,,2025-01-23,2025-02-01,True,False
PMT-9005647,LN-509955,CUST-105528,2025-01-24,383.28,383.28,Scheduled,ACH,Posted,False,False,,2025-01-24,2025-02-01,True,False
PMT-9006157,LN-509574,CUST-103907,2025-01-27,189.69,0.0,Extra,ACH,Posted,False,False,,2025-01-27,2025-02-01,True,False
PMT-9006229,LN-504169,CUST-107933,2025-01-27,366.29,0.0,Extra,Debit Card,Posted,False,False,,2025-01-27,2025-02-01,True,False
PMT-9006333,LN-500647,CUST-105745,2025-01-27,689.62,689.62,Scheduled,ACH,Posted,False,False,,2025-01-27,2025-02-01,True,False
PMT-9006440,LN-502085,CUST-105273,2025-01-28,951.85,951.85,Scheduled,ACH,Posted,False,False,,2025-01-28,2025-02-01,True,False
PMT-9006576,LN-500351,CUST-100138,2025-01-28,1224.86,1224.86,Scheduled,ACH,Posted,False,False,,2025-01-28,2025-02-01,True,False
PMT-9006676,LN-507145,CUST-101691,2025-02-01,457.97,457.97,Scheduled,ACH,Posted,False,False,,2025-02-01,2025-02-01,False,False
PMT-9006677,LN-503655,CUST-100280,2025-02-01,83.47,83.47,Scheduled,Debit Card,Posted,False,False,,2025-02-01,2025-02-01,False,False
PMT-9006678,LN-507825,CUST-103926,2025-02-01,799.73,799.73,Scheduled,Debit Card,Posted,False,False,,2025-02-01,2025-02-01,False,False
PMT-9006679,LN-505413,CUST-107653,2025-02-01,128.64,0.0,Extra,ACH,Posted,False,False,,2025-02-01,2025-02-01,False,False
PMT-9006680,LN-508628,CUST-102557,2025-02-01,326.91,326.91,Scheduled,Check,Posted,False,False,,2025-02-01,2025-02-01,False,False
PMT-9006681,LN-506298,CUST-103557,2025-02-01,1367.96,1367.96,Scheduled,Check,Posted,False,False,,2025-02-01,2025-02-01,False,False
PMT-9006682,LN-503694,CUST-102711,2025-02-01,315.0,315.0,Scheduled,ACH,Posted,False,False,,2025-02-01,2025-02-01,False,False
