contact_id,loan_id,customer_id,contact_date,collector_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000033,LN-500071,CUST-103632,2025-02-04,,IVR,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60000612,LN-501102,CUST-103296,2025-02-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000857,LN-501673,CUST-106790,2025-02-04,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001007,LN-501922,CUST-103449,2025-02-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001266,LN-502544,CUST-106451,2025-02-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001487,LN-502913,CUST-101238,2025-02-04,,EMAIL,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60001671,LN-503335,CUST-104081,2025-02-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001949,LN-503850,CUST-107105,2025-02-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002157,LN-504248,CUST-100843,2025-02-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002444,LN-504811,CUST-105279,2025-02-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003091,LN-506133,CUST-104213,2025-02-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003535,LN-506991,CUST-107315,2025-02-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003921,LN-507788,CUST-105822,2025-02-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004090,LN-508102,CUST-105183,2025-02-04,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004438,LN-508859,CUST-107615,2025-02-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004640,LN-509258,CUST-105167,2025-02-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005296,LN-500569,CUST-103902,2025-02-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005310,LN-500629,CUST-103976,2025-02-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005645,LN-501540,CUST-101719,2025-02-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005962,LN-502349,CUST-102894,2025-02-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006034,LN-502484,CUST-102622,2025-02-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006264,LN-503117,CUST-102869,2025-02-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006360,LN-503358,CUST-104534,2025-02-04,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006369,LN-503423,CUST-107309,2025-02-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006656,LN-504147,CUST-104579,2025-02-04,,SMS,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60006908,LN-504825,CUST-105787,2025-02-04,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60007963,LN-507890,CUST-105147,2025-02-04,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008666,LN-509683,CUST-102576,2025-02-04,,IVR,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
