loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500653,APP-200699,CUST-102322,Auto,Auto Standard,2024-04-23,2024-04-25,51755.36,0.0954,48,True,Vehicle,15,R5,LOAN_SERVICING
LN-501257,APP-201349,CUST-100993,Credit Card,Credit Card Standard,2024-04-23,2024-04-24,1153.84,0.2495,0,False,None,6,R5,LOAN_SERVICING
LN-501577,APP-201700,CUST-105382,Personal,Personal Standard,2024-04-23,2024-04-24,23476.61,0.2146,12,False,None,17,R2,LOAN_SERVICING
LN-502470,APP-202674,CUST-107586,Auto,Auto Standard,2024-04-23,2024-04-23,51450.48,0.0851,42,True,Vehicle,24,R1,LOAN_SERVICING
LN-502660,APP-202884,CUST-105501,Personal,Personal Standard,2024-04-23,2024-04-25,5737.68,0.2177,49,False,None,24,R5,LOAN_SERVICING
LN-503147,APP-203411,CUST-105966,Auto,Auto Standard,2024-04-23,2024-04-25,20026.79,0.0494,55,True,Vehicle,5,R5,LOAN_SERVICING
LN-503763,APP-204078,CUST-102970,Auto,Auto Standard,2024-04-23,2024-04-24,49570.97,0.0749,71,True,Vehicle,10,R2,LOAN_SERVICING
LN-504099,APP-204450,CUST-104861,Auto,Auto Standard,2024-04-23,2024-04-25,27689.89,0.0664,36,True,Vehicle,4,R2,LOAN_SERVICING
LN-504317,APP-204680,CUST-104989,Auto,Auto Standard,2024-04-23,2024-04-25,30333.44,0.0519,63,True,Vehicle,21,R2,LOAN_SERVICING
LN-505404,APP-205872,CUST-104394,Auto,Auto Standard,2024-04-23,2024-04-23,48790.59,0.0768,59,True,Vehicle,9,R3,LOAN_SERVICING
LN-505750,APP-206249,CUST-102299,Auto,Auto Standard,2024-04-23,2024-04-23,13420.22,0.0553,48,True,Vehicle,3,R3,LOAN_SERVICING
LN-506091,APP-206615,CUST-101194,Credit Card,Credit Card Standard,2024-04-23,2024-04-24,9377.75,0.1713,0,False,None,26,R4,LOAN_SERVICING
LN-507537,APP-208189,CUST-105385,HELOC,HELOC Standard,2024-04-23,2024-04-24,26376.27,0.0691,60,True,Real Estate,13,R5,LOAN_SERVICING
LN-507613,APP-208268,CUST-103281,Credit Card,Credit Card Standard,2024-04-23,2024-04-25,14250.58,0.2167,0,False,None,24,R3,LOAN_SERVICING
LN-507857,APP-208524,CUST-107073,Credit Card,Credit Card Standard,2024-04-23,2024-04-23,20893.62,0.2475,0,False,None,10,R5,LOAN_SERVICING
LN-507954,APP-208628,CUST-102646,Personal,Personal Standard,2024-04-23,2024-04-25,25591.99,0.1632,36,False,None,7,R2,LOAN_SERVICING
LN-508806,APP-209550,CUST-107954,Auto,Auto Standard,2024-04-23,2024-04-24,53140.7,0.0676,70,True,Vehicle,27,R4,LOAN_SERVICING
LN-508870,APP-209619,CUST-105333,Credit Card,Credit Card Standard,2024-04-23,2024-04-24,5731.01,0.231,0,False,None,12,R2,LOAN_SERVICING
LN-508913,APP-209666,CUST-104490,Auto,Auto Standard,2024-04-23,2024-04-23,16936.55,0.0803,46,True,Vehicle,11,R3,LOAN_SERVICING
