loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500586,APP-200625,CUST-102417,Credit Card,Credit Card Standard,2024-04-13,2024-04-14,12671.39,0.2334,0,False,None,10,R5,LOAN_SERVICING
LN-501853,APP-202003,CUST-107239,HELOC,HELOC Standard,2024-04-13,2024-04-15,90187.57,0.0698,177,True,Real Estate,27,R5,LOAN_SERVICING
LN-502365,APP-202558,CUST-104616,Credit Card,Credit Card Standard,2024-04-13,2024-04-13,20015.58,0.2534,0,False,None,26,R5,LOAN_SERVICING
LN-502437,APP-202638,CUST-107747,Auto,Auto Standard,2024-04-13,2024-04-15,34380.7,0.0843,71,True,Vehicle,14,R5,LOAN_SERVICING
LN-503798,APP-204115,CUST-104033,Personal,Personal Standard,2024-04-13,2024-04-14,22258.42,0.1126,14,False,None,4,R4,LOAN_SERVICING
LN-503996,APP-204335,CUST-105079,HELOC,HELOC Standard,2024-04-13,2024-04-13,72545.59,0.0661,69,True,Real Estate,18,R7,LOAN_SERVICING
LN-504049,APP-204392,CUST-106407,Credit Card,Credit Card Standard,2024-04-13,2024-04-13,7607.51,0.1864,0,False,None,6,R2,LOAN_SERVICING
LN-505015,APP-205448,CUST-100436,Credit Card,Credit Card Standard,2024-04-13,2024-04-13,16363.81,0.2583,0,False,None,13,R6,LOAN_SERVICING
LN-505278,APP-205733,CUST-103928,Mortgage,Mortgage Standard,2024-04-13,2024-04-13,210459.7,0.0563,281,True,Real Estate,9,R6,LOAN_SERVICING
LN-506696,APP-207278,CUST-106007,HELOC,HELOC Standard,2024-04-13,2024-04-13,37279.55,0.0917,63,True,Real Estate,9,R1,LOAN_SERVICING
LN-506705,APP-207287,CUST-102323,Auto,Auto Standard,2024-04-13,2024-04-13,25239.14,0.0579,40,True,Vehicle,6,R5,LOAN_SERVICING
LN-507152,APP-207766,CUST-103174,Personal,Personal Standard,2024-04-13,2024-04-14,34236.57,0.1427,29,False,None,8,R2,LOAN_SERVICING
LN-507436,APP-208075,CUST-104992,HELOC,HELOC Standard,2024-04-13,2024-04-14,145499.83,0.0829,71,True,Real Estate,3,R2,LOAN_SERVICING
LN-507520,APP-208170,CUST-104699,Auto,Auto Standard,2024-04-13,2024-04-14,47947.27,0.1068,71,True,Vehicle,7,R4,LOAN_SERVICING
LN-507541,APP-208193,CUST-103036,Auto,Auto Standard,2024-04-13,2024-04-13,19964.12,0.0965,67,True,Vehicle,28,R4,LOAN_SERVICING
LN-507936,APP-208608,CUST-107814,Credit Card,Credit Card Standard,2024-04-13,2024-04-14,2885.13,0.2412,0,False,None,7,R1,LOAN_SERVICING
LN-508572,APP-209302,CUST-105381,Auto,Auto Standard,2024-04-13,2024-04-14,35813.7,0.0883,66,True,Vehicle,7,R3,LOAN_SERVICING
LN-509113,APP-209883,CUST-103360,Mortgage,Mortgage Standard,2024-04-13,2024-04-13,368497.06,0.0721,300,True,Real Estate,10,R1,LOAN_SERVICING
LN-509823,APP-210658,CUST-107699,Auto,Auto Standard,2024-04-13,2024-04-13,15562.92,0.0754,52,True,Vehicle,22,R1,LOAN_SERVICING
LN-509930,APP-210772,CUST-107116,Personal,Personal Standard,2024-04-13,2024-04-13,29900.32,0.0979,52,False,None,12,R6,LOAN_SERVICING
