ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700090,LN-501706,CUST-101692,CTC-60000868,COL-1020,2025-01-01,2025-01-10,151.64,Broken,0.0,
PTP-700126,LN-502568,CUST-103798,CTC-60001286,COL-1100,2025-01-01,2025-01-03,61.36,Kept,61.36,2025-01-02
PTP-700410,LN-507951,CUST-101677,CTC-60004014,COL-1011,2025-01-01,2025-01-05,199.08,Broken,0.0,
PTP-700807,LN-507628,CUST-103409,CTC-60007848,COL-1080,2025-01-01,2025-01-13,146.93,Kept,146.93,2025-01-04
PTP-700890,LN-509610,CUST-106669,CTC-60008640,COL-1008,2025-01-01,2025-01-09,231.07,Kept,231.07,2025-01-02
PTP-700975,LN-502262,CUST-102854,CTC-60009500,COL-1036,2025-01-01,2025-01-04,429.24,Kept,429.24,2025-01-03
PTP-701143,LN-508071,CUST-103390,CTC-60011221,COL-1033,2025-01-01,2025-01-08,271.9,Partial,64.55,2025-01-08
PTP-701423,LN-503870,CUST-104806,CTC-60013960,COL-1009,2025-01-01,2025-01-11,334.15,Kept,334.15,2025-01-01
PTP-701469,LN-504584,CUST-107570,CTC-60014362,COL-1094,2025-01-01,2025-01-11,1612.57,Kept,1612.57,2025-01-12
PTP-701612,LN-507018,CUST-105535,CTC-60015744,COL-1082,2025-01-01,2025-01-06,1043.92,Kept,1043.92,2025-01-05
PTP-701629,LN-507243,CUST-101342,CTC-60015908,COL-1092,2025-01-01,2025-01-13,975.2,Partial,624.48,2025-01-13
PTP-701813,LN-509919,CUST-102098,CTC-60017671,COL-1034,2025-01-01,2025-01-12,433.65,Kept,433.65,2025-01-11
