ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700497,LN-509494,CUST-107961,CTC-60004757,COL-1100,2025-05-15,2025-05-22,50.0,Partial,13.15,2025-05-22
PTP-700604,LN-501728,CUST-104286,CTC-60005764,COL-1064,2025-05-15,2025-05-19,376.36,Partial,161.42,2025-05-19
PTP-700720,LN-505144,CUST-101294,CTC-60006993,COL-1007,2025-05-15,2025-05-26,200.69,Partial,40.71,2025-05-26
PTP-700880,LN-509457,CUST-103085,CTC-60008580,COL-1001,2025-05-15,2025-05-22,414.17,Kept,414.17,2025-05-20
PTP-701002,LN-503230,CUST-107264,CTC-60009786,COL-1109,2025-05-15,2025-05-25,652.34,Kept,652.34,2025-05-27
PTP-701114,LN-506853,CUST-103785,CTC-60010879,COL-1047,2025-05-15,2025-05-29,422.11,Kept,422.11,2025-05-29
PTP-701636,LN-507465,CUST-103560,CTC-60015987,COL-1092,2025-05-15,2025-05-28,664.04,Kept,664.04,2025-05-23
PTP-701656,LN-507737,CUST-106439,CTC-60016167,COL-1113,2025-05-15,2025-05-22,928.62,Kept,928.62,2025-05-21
PTP-701741,LN-508734,CUST-107193,CTC-60017030,COL-1094,2025-05-15,2025-05-22,710.57,Kept,710.57,2025-05-20
PTP-701774,LN-509254,CUST-101098,CTC-60017322,COL-1005,2025-05-15,2025-05-27,358.36,Kept,358.36,2025-05-22
