ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700332,LN-506476,CUST-106750,CTC-60003255,COL-1000,2025-06-23,2025-06-25,50.0,Broken,0.0,
PTP-700430,LN-508208,CUST-103209,CTC-60004141,COL-1062,2025-06-23,2025-07-06,50.0,Broken,0.0,
PTP-700459,LN-508844,CUST-106970,CTC-60004427,COL-1028,2025-06-23,2025-07-01,50.0,Kept,50.0,2025-06-25
PTP-700486,LN-509298,CUST-101827,CTC-60004656,COL-1111,2025-06-23,2025-06-27,184.74,Kept,184.74,2025-06-25
PTP-700492,LN-509420,CUST-105156,CTC-60004716,COL-1116,2025-06-23,2025-07-07,132.03,Kept,132.03,2025-06-28
PTP-700564,LN-500709,CUST-103506,CTC-60005334,COL-1102,2025-06-23,2025-07-03,299.63,Partial,191.43,2025-07-03
PTP-700652,LN-503161,CUST-105158,CTC-60006277,COL-1054,2025-06-23,2025-07-03,124.22,Kept,124.22,2025-07-05
PTP-700744,LN-505769,CUST-100448,CTC-60007217,COL-1046,2025-06-23,2025-07-05,368.89,Kept,368.89,2025-06-25
PTP-700803,LN-507512,CUST-101569,CTC-60007796,COL-1046,2025-06-23,2025-07-01,370.45,Broken,0.0,
PTP-701140,LN-507967,CUST-104600,CTC-60011188,COL-1117,2025-06-23,2025-07-03,239.96,Kept,239.96,2025-07-05
PTP-701176,LN-509069,CUST-105355,CTC-60011522,COL-1117,2025-06-23,2025-07-01,410.64,Partial,217.05,2025-07-01
PTP-701658,LN-507737,CUST-106439,CTC-60016176,COL-1055,2025-06-23,2025-07-02,795.04,Kept,795.04,2025-06-23
PTP-701717,LN-508391,CUST-102370,CTC-60016827,COL-1055,2025-06-23,2025-07-02,439.72,Broken,0.0,
