application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200172,CUST-103245,Auto,39313.04,R2,2024-03-08,Approved,2024-03-12,RISK_ENGINE
APP-200338,CUST-104046,Auto,48490.44,R5,2024-03-08,Approved,2024-03-12,RISK_ENGINE
APP-200353,CUST-102249,Personal,31091.01,R4,2024-03-08,Approved,2024-03-10,RISK_ENGINE
APP-202142,CUST-102867,Personal,9798.03,R2,2024-03-08,Approved,2024-03-11,RISK_ENGINE
APP-203094,CUST-105569,Mortgage,622182.7,R3,2024-03-08,Approved,2024-03-09,RISK_ENGINE
APP-204192,CUST-105390,Auto,34382.29,R1,2024-03-08,Approved,2024-03-10,RISK_ENGINE
APP-205026,CUST-101698,Personal,6541.11,R2,2024-03-08,Approved,2024-03-09,RISK_ENGINE
APP-206081,CUST-103199,Auto,33759.89,R6,2024-03-08,Approved,2024-03-10,RISK_ENGINE
APP-206166,CUST-106532,Auto,47471.36,R7,2024-03-08,Approved,2024-03-11,RISK_ENGINE
APP-207177,CUST-106814,Credit Card,3885.15,R1,2024-03-08,Approved,2024-03-09,RISK_ENGINE
APP-208036,CUST-102046,Auto,51906.97,R4,2024-03-08,Approved,2024-03-10,RISK_ENGINE
APP-208092,CUST-101928,HELOC,139268.38,R4,2024-03-08,Declined,2024-03-10,RISK_ENGINE
APP-208564,CUST-100115,Auto,21985.55,R6,2024-03-08,Approved,2024-03-10,RISK_ENGINE
APP-208829,CUST-107057,Mortgage,541552.06,R2,2024-03-08,Approved,2024-03-09,RISK_ENGINE
APP-209345,CUST-100917,Auto,24175.14,R4,2024-03-08,Approved,2024-03-11,RISK_ENGINE
APP-210665,CUST-105779,Credit Card,2291.95,R5,2024-03-08,Approved,2024-03-11,RISK_ENGINE
