customer_id,file_date,source_updated_at,fico_score,risk_band_code,is_late_arrival,source_system
CUST-105329,2025-04-03,2025-04-11,746,R2,True,CREDIT_BUREAU
CUST-105033,2025-04-03,2025-04-11,763,R2,True,CREDIT_BUREAU
CUST-104062,2025-04-03,2025-04-11,805,R1,True,CREDIT_BUREAU
CUST-100654,2025-04-03,2025-04-11,692,R4,True,CREDIT_BUREAU
CUST-107721,2025-04-03,2025-04-11,596,R6,True,CREDIT_BUREAU
CUST-101398,2025-04-03,2025-04-11,677,R4,True,CREDIT_BUREAU
CUST-104873,2025-04-03,2025-04-11,661,R4,True,CREDIT_BUREAU
CUST-104777,2025-04-03,2025-04-11,713,R3,True,CREDIT_BUREAU
CUST-104020,2025-04-03,2025-04-11,817,R1,True,CREDIT_BUREAU
CUST-107234,2025-04-03,2025-04-11,679,R4,True,CREDIT_BUREAU
CUST-105738,2025-04-03,2025-04-11,747,R2,True,CREDIT_BUREAU
CUST-105002,2025-04-03,2025-04-11,758,R2,True,CREDIT_BUREAU
CUST-103554,2025-04-03,2025-04-11,756,R2,True,CREDIT_BUREAU
CUST-107941,2025-04-03,2025-04-11,835,R1,True,CREDIT_BUREAU
CUST-107096,2025-04-03,2025-04-11,812,R1,True,CREDIT_BUREAU
CUST-103863,2025-04-03,2025-04-11,631,R5,True,CREDIT_BUREAU
CUST-102753,2025-04-03,2025-04-11,704,R3,True,CREDIT_BUREAU
CUST-100772,2025-04-03,2025-04-11,680,R4,True,CREDIT_BUREAU
CUST-100893,2025-04-03,2025-04-11,613,R6,True,CREDIT_BUREAU
CUST-102998,2025-04-03,2025-04-11,715,R3,True,CREDIT_BUREAU
CUST-105152,2025-04-03,2025-04-11,726,R3,True,CREDIT_BUREAU
CUST-104895,2025-04-03,2025-04-11,650,R5,True,CREDIT_BUREAU
CUST-102921,2025-04-03,2025-04-11,586,R6,True,CREDIT_BUREAU
CUST-102003,2025-04-03,2025-04-11,757,R2,True,CREDIT_BUREAU
CUST-100854,2025-04-03,2025-04-11,770,R2,True,CREDIT_BUREAU
CUST-101808,2025-04-03,2025-04-11,808,R1,True,CREDIT_BUREAU
CUST-101904,2025-04-03,2025-04-11,641,R5,True,CREDIT_BUREAU
CUST-101577,2025-04-03,2025-04-11,753,R2,True,CREDIT_BUREAU
CUST-102477,2025-04-03,2025-04-11,726,R3,True,CREDIT_BUREAU
CUST-104614,2025-04-03,2025-04-11,724,R3,True,CREDIT_BUREAU
CUST-104966,2025-04-03,2025-04-11,714,R3,True,CREDIT_BUREAU
CUST-107236,2025-04-03,2025-04-11,757,R2,True,CREDIT_BUREAU
CUST-102456,2025-04-03,2025-04-11,584,R6,True,CREDIT_BUREAU
CUST-107103,2025-04-03,2025-04-11,659,R5,True,CREDIT_BUREAU
CUST-104818,2025-04-03,2025-04-11,583,R6,True,CREDIT_BUREAU
CUST-106253,2025-04-03,2025-04-11,724,R3,True,CREDIT_BUREAU
CUST-100150,2025-04-03,2025-04-11,654,R5,True,CREDIT_BUREAU
CUST-100173,2025-04-03,2025-04-11,744,R2,True,CREDIT_BUREAU
CUST-105965,2025-04-03,2025-04-11,814,R1,True,CREDIT_BUREAU
CUST-106887,2025-04-03,2025-04-11,838,R1,True,CREDIT_BUREAU
CUST-104445,2025-04-03,2025-04-11,653,R5,True,CREDIT_BUREAU
CUST-102646,2025-04-03,2025-04-11,700,R3,True,CREDIT_BUREAU
CUST-102103,2025-04-03,2025-04-11,713,R3,True,CREDIT_BUREAU
CUST-106940,2025-04-03,2025-04-11,820,R1,True,CREDIT_BUREAU
CUST-102054,2025-04-03,2025-04-11,644,R5,True,CREDIT_BUREAU
CUST-103200,2025-04-03,2025-04-11,660,R4,True,CREDIT_BUREAU
CUST-102754,2025-04-03,2025-04-11,419,R7,True,CREDIT_BUREAU
