application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200728,CUST-102903,Auto,48380.94,R4,2024-10-13,Approved,2024-10-15,RISK_ENGINE
APP-201496,CUST-101647,Personal,32368.08,R4,2024-10-13,Approved,2024-10-15,RISK_ENGINE
APP-201549,CUST-105390,Auto,9038.38,R1,2024-10-13,Approved,2024-10-17,RISK_ENGINE
APP-201689,CUST-105143,Auto,51925.25,R5,2024-10-13,Approved,2024-10-16,RISK_ENGINE
APP-201694,CUST-102386,Personal,24159.34,R5,2024-10-13,Approved,2024-10-15,RISK_ENGINE
APP-201930,CUST-107299,Auto,24334.99,R1,2024-10-13,Approved,2024-10-16,RISK_ENGINE
APP-202928,CUST-102029,Mortgage,333886.6,R4,2024-10-13,Approved,2024-10-16,RISK_ENGINE
APP-203245,CUST-104327,Credit Card,20640.26,R7,2024-10-13,Approved,2024-10-15,RISK_ENGINE
APP-204461,CUST-101880,Auto,47112.83,R3,2024-10-13,Declined,2024-10-14,RISK_ENGINE
APP-204906,CUST-107277,Auto,31342.41,R1,2024-10-13,Approved,2024-10-15,RISK_ENGINE
APP-205557,CUST-106083,Auto,26449.26,R2,2024-10-13,Approved,2024-10-17,RISK_ENGINE
APP-205658,CUST-101750,Auto,48547.74,R2,2024-10-13,Approved,2024-10-17,RISK_ENGINE
APP-205743,CUST-100449,Auto,48968.96,R5,2024-10-13,Declined,2024-10-14,RISK_ENGINE
APP-205884,CUST-104997,Auto,54055.37,R2,2024-10-13,Approved,2024-10-17,RISK_ENGINE
APP-207132,CUST-105662,Personal,7322.17,R7,2024-10-13,Approved,2024-10-15,RISK_ENGINE
APP-207473,CUST-107119,Auto,48964.76,R4,2024-10-13,Approved,2024-10-15,RISK_ENGINE
APP-208821,CUST-106212,Personal,8285.03,R4,2024-10-13,Approved,2024-10-14,RISK_ENGINE
APP-208939,CUST-104752,Personal,33518.39,R2,2024-10-13,Approved,2024-10-16,RISK_ENGINE
APP-209030,CUST-105594,HELOC,92953.47,R3,2024-10-13,Approved,2024-10-16,RISK_ENGINE
APP-209946,CUST-102875,Auto,54099.22,R3,2024-10-13,Declined,2024-10-17,RISK_ENGINE
APP-210599,CUST-103153,Personal,24721.72,R5,2024-10-13,Approved,2024-10-17,RISK_ENGINE
