ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700109,LN-502109,CUST-100941,CTC-60001076,COL-1028,2025-05-06,2025-05-08,50.0,Kept,50.0,2025-05-06
PTP-700237,LN-504687,CUST-102321,CTC-60002377,COL-1062,2025-05-06,2025-05-11,171.33,Kept,171.33,2025-05-08
PTP-700268,LN-505150,CUST-105684,CTC-60002629,COL-1079,2025-05-06,2025-05-10,85.1,Kept,85.1,2025-05-11
PTP-700417,LN-508087,CUST-105282,CTC-60004086,COL-1085,2025-05-06,2025-05-13,139.0,Kept,139.0,2025-05-14
PTP-700431,LN-508213,CUST-101765,CTC-60004143,COL-1019,2025-05-06,2025-05-16,50.03,Kept,50.03,2025-05-18
PTP-700456,LN-508772,CUST-106653,CTC-60004381,COL-1028,2025-05-06,2025-05-11,145.1,Partial,41.71,2025-05-11
PTP-700767,LN-506309,CUST-103247,CTC-60007394,COL-1105,2025-05-06,2025-05-13,221.25,Kept,221.25,2025-05-08
PTP-700849,LN-508695,CUST-105889,CTC-60008282,COL-1066,2025-05-06,2025-05-12,243.69,Kept,243.69,2025-05-13
PTP-700879,LN-509457,CUST-103085,CTC-60008578,COL-1014,2025-05-06,2025-05-10,217.3,Kept,217.3,2025-05-09
PTP-701195,LN-509794,CUST-100369,CTC-60011757,COL-1086,2025-05-06,2025-05-20,288.57,Broken,0.0,
PTP-701330,LN-502337,CUST-100879,CTC-60013026,COL-1108,2025-05-06,2025-05-12,632.95,Kept,632.95,2025-05-08
