ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700021,LN-500338,CUST-105481,CTC-60000195,COL-1025,2025-02-05,2025-02-07,167.55,Kept,167.55,2025-02-09
PTP-700081,LN-501548,CUST-104164,CTC-60000808,COL-1020,2025-02-05,2025-02-10,148.04,Kept,148.04,2025-02-06
PTP-700199,LN-503857,CUST-103678,CTC-60001962,COL-1010,2025-02-05,2025-02-11,221.98,Kept,221.98,2025-02-08
PTP-700576,LN-500995,CUST-106608,CTC-60005443,COL-1072,2025-02-05,2025-02-08,330.56,Kept,330.56,2025-02-05
PTP-700968,LN-502128,CUST-103099,CTC-60009438,COL-1114,2025-02-05,2025-02-08,710.47,Partial,384.67,2025-02-08
PTP-701071,LN-505589,CUST-104359,CTC-60010547,COL-1086,2025-02-05,2025-02-14,265.15,Kept,265.15,2025-02-13
PTP-701263,LN-501093,CUST-100201,CTC-60012339,COL-1118,2025-02-05,2025-02-09,1032.5,Partial,271.01,2025-02-09
PTP-701425,LN-503870,CUST-104806,CTC-60013968,COL-1091,2025-02-05,2025-02-12,809.89,Partial,268.36,2025-02-12
PTP-701483,LN-504835,CUST-101556,CTC-60014523,COL-1113,2025-02-05,2025-02-08,540.26,Kept,540.26,2025-02-08
PTP-701607,LN-506786,CUST-101191,CTC-60015689,COL-1003,2025-02-05,2025-02-10,998.99,Partial,357.17,2025-02-10
