ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700029,LN-500512,CUST-107982,CTC-60000296,COL-1111,2025-05-10,2025-05-12,50.0,Broken,0.0,
PTP-700203,LN-503915,CUST-100333,CTC-60001998,COL-1020,2025-05-10,2025-05-19,94.73,Partial,28.83,2025-05-19
PTP-700307,LN-505954,CUST-106949,CTC-60003015,COL-1067,2025-05-10,2025-05-15,50.0,Broken,0.0,
PTP-700376,LN-507274,CUST-103131,CTC-60003676,COL-1100,2025-05-10,2025-05-23,150.8,Broken,0.0,
PTP-700971,LN-502195,CUST-105988,CTC-60009470,COL-1004,2025-05-10,2025-05-21,260.55,Kept,260.55,2025-05-14
PTP-701030,LN-504055,CUST-100899,CTC-60010079,COL-1058,2025-05-10,2025-05-12,693.37,Kept,693.37,2025-05-14
PTP-701152,LN-508283,CUST-103181,CTC-60011320,COL-1119,2025-05-10,2025-05-20,574.85,Kept,574.85,2025-05-14
PTP-701174,LN-509058,CUST-106354,CTC-60011512,COL-1077,2025-05-10,2025-05-15,222.95,Kept,222.95,2025-05-11
PTP-701201,LN-509918,CUST-102766,CTC-60011816,COL-1107,2025-05-10,2025-05-12,628.37,Kept,628.37,2025-05-13
PTP-701230,LN-500569,CUST-103902,CTC-60012069,COL-1075,2025-05-10,2025-05-21,623.72,Kept,623.72,2025-05-14
PTP-701344,LN-502509,CUST-101434,CTC-60013139,COL-1012,2025-05-10,2025-05-14,624.31,Kept,624.31,2025-05-14
PTP-701415,LN-503787,CUST-107524,CTC-60013912,COL-1093,2025-05-10,2025-05-21,642.31,Kept,642.31,2025-05-13
PTP-701828,LN-502195,CUST-105988,CTC-60009470,COL-1004,2025-05-10,2025-05-21,572.26,Broken,0.0,
