ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700046,LN-500732,CUST-101398,CTC-60000396,COL-1062,2025-05-04,2025-05-09,107.29,Partial,65.12,2025-05-09
PTP-700187,LN-503523,CUST-105589,CTC-60001806,COL-1020,2025-05-04,2025-05-08,50.0,Kept,50.0,2025-05-07
PTP-700371,LN-507070,CUST-106869,CTC-60003578,COL-1114,2025-05-04,2025-05-08,50.0,Kept,50.0,2025-05-07
PTP-700592,LN-501540,CUST-101719,CTC-60005648,COL-1018,2025-05-04,2025-05-09,298.95,Partial,120.86,2025-05-09
PTP-700671,LN-503692,CUST-103570,CTC-60006468,COL-1072,2025-05-04,2025-05-14,363.77,Broken,0.0,
PTP-700704,LN-504509,CUST-100221,CTC-60006813,COL-1007,2025-05-04,2025-05-06,446.75,Kept,446.75,2025-05-04
PTP-700750,LN-505844,CUST-106893,CTC-60007248,COL-1050,2025-05-04,2025-05-11,134.21,Broken,0.0,
PTP-700800,LN-507441,CUST-106578,CTC-60007769,COL-1018,2025-05-04,2025-05-06,274.41,Kept,274.41,2025-05-08
PTP-700991,LN-502594,CUST-107539,CTC-60009644,COL-1107,2025-05-04,2025-05-10,240.0,Broken,0.0,
PTP-701124,LN-507285,CUST-101958,CTC-60010986,COL-1032,2025-05-04,2025-05-06,361.97,Partial,145.8,2025-05-06
PTP-701491,LN-504906,CUST-107996,CTC-60014569,COL-1088,2025-05-04,2025-05-06,983.94,Kept,983.94,2025-05-07
PTP-701510,LN-505151,CUST-107966,CTC-60014733,COL-1039,2025-05-04,2025-05-15,705.77,Kept,705.77,2025-05-16
