loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500424,APP-200454,CUST-106787,Credit Card,Credit Card Standard,2024-10-27,2024-10-28,9603.75,0.2414,0,False,None,18,R5,LOAN_SERVICING
LN-500940,APP-201007,CUST-105858,HELOC,HELOC Standard,2024-10-27,2024-10-28,70416.97,0.0909,63,True,Real Estate,6,R4,LOAN_SERVICING
LN-500954,APP-201021,CUST-100385,Credit Card,Credit Card Standard,2024-10-27,2024-10-27,14930.05,0.2396,0,False,None,2,R4,LOAN_SERVICING
LN-500974,APP-201042,CUST-102298,Auto,Auto Standard,2024-10-27,2024-10-29,23946.29,0.079,53,True,Vehicle,24,R6,LOAN_SERVICING
LN-501444,APP-201552,CUST-104444,Auto,Auto Standard,2024-10-27,2024-10-27,28223.26,0.1038,66,True,Vehicle,23,R4,LOAN_SERVICING
LN-501799,APP-201946,CUST-103754,HELOC,HELOC Standard,2024-10-27,2024-10-28,69476.7,0.077,83,True,Real Estate,22,R4,LOAN_SERVICING
LN-502731,APP-202961,CUST-100748,Auto,Auto Standard,2024-10-27,2024-10-29,15678.76,0.0809,57,True,Vehicle,28,R2,LOAN_SERVICING
LN-504450,APP-204821,CUST-105165,Mortgage,Mortgage Standard,2024-10-27,2024-10-27,128119.41,0.0616,286,True,Real Estate,17,R5,LOAN_SERVICING
LN-504685,APP-205077,CUST-106081,Auto,Auto Standard,2024-10-27,2024-10-29,43755.07,0.0889,46,True,Vehicle,20,R5,LOAN_SERVICING
LN-504709,APP-205107,CUST-102994,Auto,Auto Standard,2024-10-27,2024-10-29,15117.29,0.0976,46,True,Vehicle,1,R5,LOAN_SERVICING
LN-505835,APP-206342,CUST-104109,Personal,Personal Standard,2024-10-27,2024-10-28,15842.43,0.1349,37,False,None,2,R7,LOAN_SERVICING
LN-506476,APP-207044,CUST-106750,Personal,Personal Standard,2024-10-27,2024-10-28,12473.56,0.149,31,False,None,22,R6,LOAN_SERVICING
LN-507885,APP-208553,CUST-103325,Personal,Personal Standard,2024-10-27,2024-10-28,23249.16,0.2176,29,False,None,25,R4,LOAN_SERVICING
LN-508860,APP-209609,CUST-107392,Auto,Auto Standard,2024-10-27,2024-10-29,50264.43,0.0644,69,True,Vehicle,12,R6,LOAN_SERVICING
LN-509053,APP-209818,CUST-107432,Auto,Auto Standard,2024-10-27,2024-10-29,31081.11,0.0806,48,True,Vehicle,4,R2,LOAN_SERVICING
LN-509461,APP-210264,CUST-103098,Auto,Auto Standard,2024-10-27,2024-10-29,30606.42,0.1065,49,True,Vehicle,13,R3,LOAN_SERVICING
LN-509915,APP-210757,CUST-105028,Credit Card,Credit Card Standard,2024-10-27,2024-10-28,24555.9,0.2112,0,False,None,12,R3,LOAN_SERVICING
