customer_id,file_date,source_updated_at,fico_score,risk_band_code,is_late_arrival,source_system
CUST-101789,2025-01-03,2025-01-16,707,R3,True,CREDIT_BUREAU
CUST-101815,2025-01-03,2025-01-16,684,R4,True,CREDIT_BUREAU
CUST-102534,2025-01-03,2025-01-16,670,R4,True,CREDIT_BUREAU
CUST-103902,2025-01-03,2025-01-16,595,R6,True,CREDIT_BUREAU
CUST-106839,2025-01-03,2025-01-16,719,R3,True,CREDIT_BUREAU
CUST-101419,2025-01-03,2025-01-16,717,R3,True,CREDIT_BUREAU
CUST-103079,2025-01-03,2025-01-16,783,R1,True,CREDIT_BUREAU
CUST-107893,2025-01-03,2025-01-16,738,R3,True,CREDIT_BUREAU
CUST-102194,2025-01-03,2025-01-16,728,R3,True,CREDIT_BUREAU
CUST-101469,2025-01-03,2025-01-16,761,R2,True,CREDIT_BUREAU
CUST-103640,2025-01-03,2025-01-16,647,R5,True,CREDIT_BUREAU
CUST-106548,2025-01-03,2025-01-16,648,R5,True,CREDIT_BUREAU
CUST-106867,2025-01-03,2025-01-16,710,R3,True,CREDIT_BUREAU
CUST-102753,2025-01-03,2025-01-16,705,R3,True,CREDIT_BUREAU
CUST-105272,2025-01-03,2025-01-16,770,R2,True,CREDIT_BUREAU
CUST-106454,2025-01-03,2025-01-16,663,R4,True,CREDIT_BUREAU
CUST-103423,2025-01-03,2025-01-16,590,R6,True,CREDIT_BUREAU
CUST-106543,2025-01-03,2025-01-16,639,R5,True,CREDIT_BUREAU
CUST-106991,2025-01-03,2025-01-16,612,R6,True,CREDIT_BUREAU
CUST-103186,2025-01-03,2025-01-16,604,R6,True,CREDIT_BUREAU
CUST-102948,2025-01-03,2025-01-16,812,R1,True,CREDIT_BUREAU
CUST-107206,2025-01-03,2025-01-16,803,R1,True,CREDIT_BUREAU
CUST-102511,2025-01-03,2025-01-16,714,R3,True,CREDIT_BUREAU
CUST-106095,2025-01-03,2025-01-16,624,R5,True,CREDIT_BUREAU
CUST-104450,2025-01-03,2025-01-16,695,R4,True,CREDIT_BUREAU
CUST-104936,2025-01-03,2025-01-16,599,R6,True,CREDIT_BUREAU
CUST-106612,2025-01-03,2025-01-16,639,R5,True,CREDIT_BUREAU
CUST-107077,2025-01-03,2025-01-16,780,R1,True,CREDIT_BUREAU
CUST-101235,2025-01-03,2025-01-16,809,R1,True,CREDIT_BUREAU
CUST-106812,2025-01-03,2025-01-16,751,R2,True,CREDIT_BUREAU
CUST-106630,2025-01-03,2025-01-16,766,R2,True,CREDIT_BUREAU
CUST-106224,2025-01-03,2025-01-16,688,R4,True,CREDIT_BUREAU
CUST-106261,2025-01-03,2025-01-16,752,R2,True,CREDIT_BUREAU
CUST-106003,2025-01-03,2025-01-16,702,R3,True,CREDIT_BUREAU
CUST-100681,2025-01-03,2025-01-16,719,R3,True,CREDIT_BUREAU
CUST-104134,2025-01-03,2025-01-16,627,R5,True,CREDIT_BUREAU
CUST-104429,2025-01-03,2025-01-16,783,R1,True,CREDIT_BUREAU
CUST-105118,2025-01-03,2025-01-16,680,R4,True,CREDIT_BUREAU
CUST-101898,2025-01-03,2025-01-16,590,R6,True,CREDIT_BUREAU
CUST-106017,2025-01-03,2025-01-16,687,R4,True,CREDIT_BUREAU
CUST-105650,2025-01-03,2025-01-16,724,R3,True,CREDIT_BUREAU
CUST-105015,2025-01-03,2025-01-16,775,R2,True,CREDIT_BUREAU
CUST-101397,2025-01-03,2025-01-16,826,R1,True,CREDIT_BUREAU
CUST-104500,2025-01-03,2025-01-16,724,R3,True,CREDIT_BUREAU
CUST-100228,2025-01-03,2025-01-16,638,R5,True,CREDIT_BUREAU
CUST-101787,2025-01-03,2025-01-16,743,R2,True,CREDIT_BUREAU
CUST-105837,2025-01-03,2025-01-16,809,R1,True,CREDIT_BUREAU
CUST-107434,2025-01-03,2025-01-16,641,R5,True,CREDIT_BUREAU
CUST-100441,2025-01-03,2025-01-16,820,R1,True,CREDIT_BUREAU
CUST-101401,2025-01-03,2025-01-16,779,R2,True,CREDIT_BUREAU
CUST-104903,2025-01-03,2025-01-16,635,R5,True,CREDIT_BUREAU
