contact_id,loan_id,customer_id,contact_date,collector_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000546,LN-500955,CUST-101494,2025-03-14,COL-1053,OUTBOUND_CALL,Outbound,Right Party Contact,True,64.0,False,CALL_CENTER,False
CTC-60001681,LN-503347,CUST-102906,2025-03-14,COL-1004,OUTBOUND_CALL,Outbound,No Answer,False,6.0,False,CALL_CENTER,False
CTC-60001794,LN-503516,CUST-104043,2025-03-14,COL-1004,OUTBOUND_CALL,Outbound,Voicemail,False,24.0,False,CALL_CENTER,False
CTC-60001874,LN-503692,CUST-103570,2025-03-14,COL-1010,OUTBOUND_CALL,Outbound,No Answer,False,38.0,False,CALL_CENTER,False
CTC-60002155,LN-504244,CUST-101742,2025-03-14,COL-1067,OUTBOUND_CALL,Outbound,No Answer,False,22.0,False,CALL_CENTER,False
CTC-60002731,LN-505356,CUST-104726,2025-03-14,COL-1053,OUTBOUND_CALL,Outbound,No Answer,False,43.0,False,CALL_CENTER,False
CTC-60003128,LN-506211,CUST-106011,2025-03-14,COL-1067,OUTBOUND_CALL,Outbound,Right Party Contact,True,646.0,False,CALL_CENTER,False
CTC-60003287,LN-506527,CUST-107113,2025-03-14,COL-1025,OUTBOUND_CALL,Outbound,Voicemail,False,37.0,False,CALL_CENTER,False
CTC-60003542,LN-507002,CUST-106522,2025-03-14,COL-1088,OUTBOUND_CALL,Outbound,Right Party Contact,True,373.0,False,CALL_CENTER,False
CTC-60003718,LN-507301,CUST-104245,2025-03-14,COL-1025,OUTBOUND_CALL,Outbound,Right Party Contact,True,441.0,False,CALL_CENTER,False
CTC-60006028,LN-502477,CUST-100598,2025-03-14,COL-1050,OUTBOUND_CALL,Outbound,Right Party Contact,True,198.0,False,CALL_CENTER,False
CTC-60006331,LN-503300,CUST-102287,2025-03-14,COL-1031,OUTBOUND_CALL,Outbound,Right Party Contact,True,86.0,False,CALL_CENTER,False
CTC-60008569,LN-509412,CUST-100487,2025-03-14,COL-1089,OUTBOUND_CALL,Outbound,Voicemail,False,10.0,False,CALL_CENTER,False
CTC-60009627,LN-502577,CUST-102695,2025-03-14,COL-1005,OUTBOUND_CALL,Outbound,Right Party Contact,True,645.0,False,CALL_CENTER,False
CTC-60010491,LN-505340,CUST-100078,2025-03-14,COL-1110,OUTBOUND_CALL,Outbound,No Answer,False,8.0,False,CALL_CENTER,False
CTC-60010689,LN-506048,CUST-100674,2025-03-14,COL-1049,OUTBOUND_CALL,Outbound,No Answer,False,18.0,False,CALL_CENTER,False
CTC-60011409,LN-508631,CUST-106084,2025-03-14,COL-1119,OUTBOUND_CALL,Outbound,No Answer,False,37.0,False,CALL_CENTER,False
CTC-60012229,LN-500818,CUST-104587,2025-03-14,COL-1093,OUTBOUND_CALL,Outbound,Right Party Contact,True,263.0,False,CALL_CENTER,False
CTC-60013661,LN-503453,CUST-105847,2025-03-14,COL-1082,OUTBOUND_CALL,Outbound,Right Party Contact,True,391.0,False,CALL_CENTER,False
CTC-60013687,LN-503462,CUST-106358,2025-03-14,COL-1039,OUTBOUND_CALL,Outbound,Right Party Contact,True,338.0,False,CALL_CENTER,False
CTC-60013808,LN-503727,CUST-102369,2025-03-14,COL-1057,OUTBOUND_CALL,Outbound,Voicemail,False,42.0,False,CALL_CENTER,False
CTC-60014179,LN-504231,CUST-105630,2025-03-14,COL-1017,OUTBOUND_CALL,Outbound,Right Party Contact,True,238.0,False,CALL_CENTER,False
CTC-60015259,LN-506220,CUST-100063,2025-03-14,COL-1075,OUTBOUND_CALL,Outbound,No Answer,False,20.0,False,CALL_CENTER,False
CTC-60015641,LN-506723,CUST-104943,2025-03-14,COL-1084,OUTBOUND_CALL,Outbound,No Answer,False,35.0,False,CALL_CENTER,False
CTC-60016798,LN-508327,CUST-107558,2025-03-14,COL-1075,OUTBOUND_CALL,Outbound,No Answer,False,14.0,False,CALL_CENTER,False
CTC-60017155,LN-509050,CUST-103102,2025-03-14,COL-1017,OUTBOUND_CALL,Outbound,Right Party Contact,True,162.0,False,CALL_CENTER,False
CTC-60017341,LN-509315,CUST-105081,2025-03-14,COL-1082,OUTBOUND_CALL,Outbound,Wrong Party,False,25.0,False,CALL_CENTER,False
CTC-60017371,LN-509389,CUST-100421,2025-03-14,COL-1064,OUTBOUND_CALL,Outbound,Right Party Contact,True,319.0,False,CALL_CENTER,False
CTC-60017436,LN-509599,CUST-103932,2025-03-14,COL-1109,OUTBOUND_CALL,Outbound,Right Party Contact,True,698.0,False,CALL_CENTER,False
CTC-60017599,LN-509707,CUST-103748,2025-03-14,COL-1039,OUTBOUND_CALL,Outbound,Right Party Contact,True,417.0,False,CALL_CENTER,False
