application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200941,CUST-101623,Personal,14957.29,R3,2025-02-12,Declined,2025-02-15,RISK_ENGINE
APP-201642,CUST-105214,Credit Card,18759.09,R6,2025-02-12,Approved,2025-02-15,RISK_ENGINE
APP-202011,CUST-101570,Auto,17768.35,R3,2025-02-12,Approved,2025-02-16,RISK_ENGINE
APP-202325,CUST-106422,Auto,25377.89,R1,2025-02-12,Approved,2025-02-16,RISK_ENGINE
APP-202523,CUST-104007,Credit Card,14212.11,R4,2025-02-12,Approved,2025-02-13,RISK_ENGINE
APP-203129,CUST-106862,Personal,32620.01,R5,2025-02-12,Approved,2025-02-15,RISK_ENGINE
APP-203510,CUST-103613,Personal,33826.75,R4,2025-02-12,Approved,2025-02-14,RISK_ENGINE
APP-204440,CUST-107487,Credit Card,3888.16,R2,2025-02-12,Approved,2025-02-14,RISK_ENGINE
APP-204467,CUST-101638,Auto,19911.71,R4,2025-02-12,Approved,2025-02-16,RISK_ENGINE
APP-205734,CUST-100359,Auto,20380.88,R5,2025-02-12,Approved,2025-02-15,RISK_ENGINE
APP-205934,CUST-100134,Auto,30079.53,R1,2025-02-12,Approved,2025-02-16,RISK_ENGINE
APP-206323,CUST-100822,Auto,8589.87,R3,2025-02-12,Approved,2025-02-13,RISK_ENGINE
APP-206987,CUST-107566,Credit Card,8192.94,R2,2025-02-12,Approved,2025-02-14,RISK_ENGINE
APP-207598,CUST-106508,Mortgage,384391.68,R3,2025-02-12,Approved,2025-02-15,RISK_ENGINE
APP-207705,CUST-101989,Personal,6510.12,R2,2025-02-12,Approved,2025-02-14,RISK_ENGINE
APP-207707,CUST-102578,Auto,43242.14,R4,2025-02-12,Approved,2025-02-14,RISK_ENGINE
APP-208642,CUST-104600,Mortgage,500594.66,R4,2025-02-12,Approved,2025-02-13,RISK_ENGINE
APP-208677,CUST-100498,Personal,22999.79,R5,2025-02-12,Approved,2025-02-13,RISK_ENGINE
APP-208897,CUST-101076,Auto,23816.38,R4,2025-02-12,Approved,2025-02-13,RISK_ENGINE
APP-209144,CUST-103790,Personal,9629.17,R3,2025-02-12,Approved,2025-02-13,RISK_ENGINE
APP-209197,CUST-101905,Auto,23421.45,R6,2025-02-12,Approved,2025-02-16,RISK_ENGINE
APP-209804,CUST-104830,Personal,26285.07,R3,2025-02-12,Approved,2025-02-16,RISK_ENGINE
APP-209963,CUST-106185,Personal,17449.91,R5,2025-02-12,Approved,2025-02-13,RISK_ENGINE
APP-210520,CUST-101679,Auto,28576.54,R2,2025-02-12,Approved,2025-02-13,RISK_ENGINE
APP-210555,CUST-103051,Auto,41820.01,R3,2025-02-12,Approved,2025-02-13,RISK_ENGINE
