ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700190,LN-503648,CUST-107592,CTC-60001844,COL-1020,2025-05-09,2025-05-15,68.55,Kept,68.55,2025-05-12
PTP-700312,LN-506095,CUST-106229,CTC-60003069,COL-1116,2025-05-09,2025-05-19,50.0,Kept,50.0,2025-05-12
PTP-700375,LN-507230,CUST-101047,CTC-60003649,COL-1028,2025-05-09,2025-05-19,139.2,Kept,139.2,2025-05-21
PTP-700427,LN-508198,CUST-102083,CTC-60004136,COL-1079,2025-05-09,2025-05-11,50.0,Broken,0.0,
PTP-700433,LN-508262,CUST-103593,CTC-60004166,COL-1069,2025-05-09,2025-05-15,100.16,Kept,100.16,2025-05-16
PTP-700527,LN-509995,CUST-101532,CTC-60005061,COL-1079,2025-05-09,2025-05-19,70.74,Kept,70.74,2025-05-10
PTP-700529,LN-510004,CUST-104802,CTC-60005068,COL-1079,2025-05-09,2025-05-18,50.0,Kept,50.0,2025-05-17
PTP-700550,LN-500323,CUST-107608,CTC-60005204,COL-1013,2025-05-09,2025-05-17,316.42,Partial,190.2,2025-05-17
PTP-700725,LN-505267,CUST-100888,CTC-60007038,COL-1007,2025-05-09,2025-05-11,292.19,Kept,292.19,2025-05-11
PTP-700882,LN-509475,CUST-105969,CTC-60008587,COL-1050,2025-05-09,2025-05-21,288.75,Broken,0.0,
PTP-701359,LN-502902,CUST-100330,CTC-60013300,COL-1106,2025-05-09,2025-05-18,614.73,Broken,0.0,
PTP-701402,LN-503604,CUST-104169,CTC-60013756,COL-1039,2025-05-09,2025-05-22,402.16,Partial,218.89,2025-05-22
PTP-701599,LN-506650,CUST-101099,CTC-60015563,COL-1110,2025-05-09,2025-05-17,612.28,Partial,123.01,2025-05-17
PTP-701693,LN-508102,CUST-105183,CTC-60016533,COL-1003,2025-05-09,2025-05-15,1011.15,Partial,234.88,2025-05-15
PTP-701837,LN-508102,CUST-105183,CTC-60016533,COL-1003,2025-05-09,2025-05-13,620.94,Kept,620.94,2025-05-15
