ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700016,LN-500286,CUST-101328,CTC-60000154,COL-1020,2025-02-28,2025-03-09,70.99,Kept,70.99,2025-03-03
PTP-700294,LN-505833,CUST-105347,CTC-60002924,COL-1100,2025-02-28,2025-03-13,50.0,Kept,50.0,2025-03-09
PTP-700416,LN-508080,CUST-104744,CTC-60004069,COL-1015,2025-02-28,2025-03-07,50.0,Partial,23.61,2025-03-07
PTP-700500,LN-509548,CUST-106725,CTC-60004776,COL-1076,2025-02-28,2025-03-12,50.0,Kept,50.0,2025-03-01
PTP-700664,LN-503475,CUST-103586,CTC-60006387,COL-1043,2025-02-28,2025-03-12,337.13,Kept,337.13,2025-02-28
PTP-700854,LN-508758,CUST-106242,CTC-60008327,COL-1024,2025-02-28,2025-03-12,266.36,Broken,0.0,
PTP-700961,LN-501741,CUST-106074,CTC-60009358,COL-1104,2025-02-28,2025-03-12,632.31,Kept,632.31,2025-03-01
PTP-701003,LN-503260,CUST-101118,CTC-60009796,COL-1051,2025-02-28,2025-03-02,218.83,Kept,218.83,2025-03-04
PTP-701072,LN-505589,CUST-104359,CTC-60010554,COL-1029,2025-02-28,2025-03-03,758.61,Kept,758.61,2025-03-02
PTP-701078,LN-505789,CUST-100050,CTC-60010615,COL-1098,2025-02-28,2025-03-04,628.92,Kept,628.92,2025-03-03
PTP-701260,LN-501015,CUST-101435,CTC-60012317,COL-1108,2025-02-28,2025-03-13,588.24,Broken,0.0,
PTP-701564,LN-506243,CUST-100103,CTC-60015278,COL-1106,2025-02-28,2025-03-05,463.0,Kept,463.0,2025-02-28
PTP-701751,LN-508944,CUST-101070,CTC-60017113,COL-1034,2025-02-28,2025-03-04,894.89,Kept,894.89,2025-03-03
PTP-701777,LN-509389,CUST-100421,CTC-60017367,COL-1092,2025-02-28,2025-03-14,739.98,Kept,739.98,2025-03-09
