loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500403,APP-200430,CUST-104906,Credit Card,Credit Card Standard,2024-05-06,2024-05-06,10177.79,0.1605,0,False,None,15,R4,LOAN_SERVICING
LN-500639,APP-200684,CUST-106374,Auto,Auto Standard,2024-05-06,2024-05-08,33514.2,0.0491,43,True,Vehicle,11,R2,LOAN_SERVICING
LN-501406,APP-201512,CUST-103383,Auto,Auto Standard,2024-05-06,2024-05-07,43193.56,0.0587,69,True,Vehicle,15,R6,LOAN_SERVICING
LN-501811,APP-201958,CUST-100455,Mortgage,Mortgage Standard,2024-05-06,2024-05-06,377091.39,0.0588,217,True,Real Estate,24,R4,LOAN_SERVICING
LN-501972,APP-202131,CUST-103580,Auto,Auto Standard,2024-05-06,2024-05-08,18491.08,0.0821,48,True,Vehicle,2,R6,LOAN_SERVICING
LN-502024,APP-202186,CUST-106640,Auto,Auto Standard,2024-05-06,2024-05-07,31338.64,0.0733,68,True,Vehicle,25,R2,LOAN_SERVICING
LN-502369,APP-202563,CUST-100970,Personal,Personal Standard,2024-05-06,2024-05-08,28870.76,0.1396,55,False,None,9,R4,LOAN_SERVICING
LN-502485,APP-202692,CUST-105531,Personal,Personal Standard,2024-05-06,2024-05-06,27824.32,0.2113,55,False,None,21,R4,LOAN_SERVICING
LN-502607,APP-202828,CUST-105887,Credit Card,Credit Card Standard,2024-05-06,2024-05-07,18508.39,0.1891,0,False,None,24,R4,LOAN_SERVICING
LN-504202,APP-204562,CUST-107094,Credit Card,Credit Card Standard,2024-05-06,2024-05-08,2108.36,0.1934,0,False,None,7,R2,LOAN_SERVICING
LN-504245,APP-204607,CUST-100455,Personal,Personal Standard,2024-05-06,2024-05-06,12092.13,0.1172,41,False,None,17,R3,LOAN_SERVICING
LN-505111,APP-205556,CUST-101865,Auto,Auto Standard,2024-05-06,2024-05-07,13384.01,0.045,63,True,Vehicle,7,R3,LOAN_SERVICING
LN-505579,APP-206064,CUST-101518,Auto,Auto Standard,2024-05-06,2024-05-08,33776.59,0.0644,46,True,Vehicle,15,R2,LOAN_SERVICING
LN-505678,APP-206173,CUST-105248,Personal,Personal Standard,2024-05-06,2024-05-08,29825.48,0.199,29,False,None,8,R2,LOAN_SERVICING
LN-506138,APP-206667,CUST-107951,HELOC,HELOC Standard,2024-05-06,2024-05-06,122945.81,0.0997,137,True,Real Estate,18,R1,LOAN_SERVICING
LN-506534,APP-207104,CUST-106286,Auto,Auto Standard,2024-05-06,2024-05-06,43314.93,0.0652,63,True,Vehicle,7,R1,LOAN_SERVICING
LN-506786,APP-207372,CUST-101191,Auto,Auto Standard,2024-05-06,2024-05-06,22399.92,0.0775,64,True,Vehicle,14,R4,LOAN_SERVICING
LN-507418,APP-208056,CUST-101009,Personal,Personal Standard,2024-05-06,2024-05-08,6090.5,0.1084,53,False,None,2,R1,LOAN_SERVICING
LN-507543,APP-208195,CUST-105819,Personal,Personal Standard,2024-05-06,2024-05-08,23330.49,0.1499,50,False,None,15,R4,LOAN_SERVICING
LN-508915,APP-209669,CUST-100690,Credit Card,Credit Card Standard,2024-05-06,2024-05-08,24169.47,0.2331,0,False,None,23,R2,LOAN_SERVICING
LN-509412,APP-210207,CUST-100487,Auto,Auto Standard,2024-05-06,2024-05-07,36516.38,0.0591,57,True,Vehicle,25,R4,LOAN_SERVICING
