loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500248,APP-200264,CUST-100186,Mortgage,Mortgage Standard,2024-05-05,2024-05-07,604715.89,0.0634,182,True,Real Estate,4,R5,LOAN_SERVICING
LN-501979,APP-202138,CUST-106647,Personal,Personal Standard,2024-05-05,2024-05-07,5173.34,0.1178,54,False,None,17,R7,LOAN_SERVICING
LN-502694,APP-202920,CUST-101468,Credit Card,Credit Card Standard,2024-05-05,2024-05-05,21347.14,0.2226,0,False,None,25,R2,LOAN_SERVICING
LN-503263,APP-203536,CUST-103841,Auto,Auto Standard,2024-05-05,2024-05-05,13075.62,0.0945,41,True,Vehicle,25,R4,LOAN_SERVICING
LN-503914,APP-204244,CUST-105159,Personal,Personal Standard,2024-05-05,2024-05-05,12113.56,0.2176,47,False,None,13,R4,LOAN_SERVICING
LN-504405,APP-204772,CUST-106014,Credit Card,Credit Card Standard,2024-05-05,2024-05-05,22192.32,0.1665,0,False,None,21,R5,LOAN_SERVICING
LN-505990,APP-206508,CUST-105458,Auto,Auto Standard,2024-05-05,2024-05-06,9809.28,0.0472,49,True,Vehicle,28,R1,LOAN_SERVICING
LN-506050,APP-206573,CUST-103813,Auto,Auto Standard,2024-05-05,2024-05-07,24806.86,0.0671,47,True,Vehicle,16,R5,LOAN_SERVICING
LN-506940,APP-207535,CUST-104147,Auto,Auto Standard,2024-05-05,2024-05-06,8312.64,0.063,58,True,Vehicle,24,R2,LOAN_SERVICING
LN-509259,APP-210044,CUST-104521,Credit Card,Credit Card Standard,2024-05-05,2024-05-07,5908.06,0.2262,0,False,None,23,R1,LOAN_SERVICING
LN-509879,APP-210720,CUST-106409,Auto,Auto Standard,2024-05-05,2024-05-05,29113.01,0.0792,42,True,Vehicle,28,R4,LOAN_SERVICING
