application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200365,CUST-106338,Credit Card,13126.67,R2,2024-11-22,Approved,2024-11-25,RISK_ENGINE
APP-200580,CUST-100274,Auto,47958.99,R5,2024-11-22,Approved,2024-11-24,RISK_ENGINE
APP-201679,CUST-106221,Personal,26473.57,R3,2024-11-22,Approved,2024-11-24,RISK_ENGINE
APP-202048,CUST-103220,Auto,29180.39,R4,2024-11-22,Approved,2024-11-24,RISK_ENGINE
APP-202327,CUST-101702,Auto,42254.5,R6,2024-11-22,Approved,2024-11-23,RISK_ENGINE
APP-202433,CUST-105261,Personal,16846.98,R1,2024-11-22,Approved,2024-11-24,RISK_ENGINE
APP-202689,CUST-100643,HELOC,69423.84,R5,2024-11-22,Approved,2024-11-23,RISK_ENGINE
APP-203782,CUST-106818,Auto,41774.19,R2,2024-11-22,Approved,2024-11-23,RISK_ENGINE
APP-204009,CUST-103556,Personal,17710.34,R2,2024-11-22,Approved,2024-11-24,RISK_ENGINE
APP-204276,CUST-100589,Personal,30896.48,R1,2024-11-22,Approved,2024-11-26,RISK_ENGINE
APP-204764,CUST-101280,HELOC,124577.59,R5,2024-11-22,Approved,2024-11-23,RISK_ENGINE
APP-204958,CUST-101877,Auto,39981.57,R2,2024-11-22,Approved,2024-11-26,RISK_ENGINE
APP-205885,CUST-104588,Personal,4172.26,R4,2024-11-22,Approved,2024-11-24,RISK_ENGINE
APP-205978,CUST-100880,Credit Card,5668.92,R1,2024-11-22,Declined,2024-11-24,RISK_ENGINE
APP-207043,CUST-105204,Auto,42815.07,R1,2024-11-22,Approved,2024-11-25,RISK_ENGINE
APP-207081,CUST-100330,Credit Card,6718.49,R1,2024-11-22,Approved,2024-11-26,RISK_ENGINE
APP-207500,CUST-102753,Credit Card,1337.16,R4,2024-11-22,Approved,2024-11-23,RISK_ENGINE
APP-207590,CUST-106659,Auto,33921.39,R2,2024-11-22,Approved,2024-11-23,RISK_ENGINE
APP-208396,CUST-106439,Auto,46606.39,R3,2024-11-22,Approved,2024-11-24,RISK_ENGINE
APP-208606,CUST-106624,Personal,3986.8,R7,2024-11-22,Approved,2024-11-23,RISK_ENGINE
APP-208712,CUST-106994,Credit Card,8369.69,R2,2024-11-22,Approved,2024-11-26,RISK_ENGINE
APP-209094,CUST-105098,HELOC,80029.63,R5,2024-11-22,Declined,2024-11-26,RISK_ENGINE
APP-209355,CUST-101426,Auto,48905.63,R4,2024-11-22,Approved,2024-11-25,RISK_ENGINE
APP-209477,CUST-105795,Auto,14865.58,R4,2024-11-22,Approved,2024-11-24,RISK_ENGINE
APP-210677,CUST-101809,Credit Card,10386.32,R3,2024-11-22,Approved,2024-11-24,RISK_ENGINE
