application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200037,CUST-106328,Credit Card,13042.43,R6,2024-03-18,Approved,2024-03-20,RISK_ENGINE
APP-200112,CUST-100146,Auto,37434.04,R7,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-200954,CUST-104612,Personal,8880.7,R3,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-201688,CUST-105943,Auto,8590.26,R3,2024-03-18,Approved,2024-03-21,RISK_ENGINE
APP-201790,CUST-102403,Personal,33724.7,R3,2024-03-18,Approved,2024-03-20,RISK_ENGINE
APP-201954,CUST-100815,Auto,50655.58,R1,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-202170,CUST-100486,Auto,37049.95,R5,2024-03-18,Approved,2024-03-20,RISK_ENGINE
APP-202488,CUST-100298,HELOC,45502.04,R4,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-202782,CUST-104776,Auto,37467.85,R5,2024-03-18,Approved,2024-03-20,RISK_ENGINE
APP-203177,CUST-101711,Auto,45883.36,R1,2024-03-18,Approved,2024-03-22,RISK_ENGINE
APP-203390,CUST-106459,Auto,11413.29,R1,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-203495,CUST-107643,HELOC,10918.94,R4,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-204281,CUST-100169,Credit Card,9507.06,R5,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-204597,CUST-105509,Personal,21793.03,R2,2024-03-18,Approved,2024-03-20,RISK_ENGINE
APP-204691,CUST-107070,Mortgage,277529.09,R5,2024-03-18,Approved,2024-03-21,RISK_ENGINE
APP-205428,CUST-107533,Personal,34769.85,R3,2024-03-18,Declined,2024-03-19,RISK_ENGINE
APP-205821,CUST-105457,Credit Card,13112.19,R2,2024-03-18,Approved,2024-03-22,RISK_ENGINE
APP-206409,CUST-105360,Auto,29704.68,R6,2024-03-18,Approved,2024-03-21,RISK_ENGINE
APP-206709,CUST-102376,Credit Card,10808.91,R1,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-207358,CUST-101847,Auto,45490.21,R6,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-207364,CUST-105976,Auto,30850.46,R1,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-207492,CUST-106561,Credit Card,12108.02,R5,2024-03-18,Approved,2024-03-21,RISK_ENGINE
APP-207545,CUST-105954,Auto,40430.49,R2,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-207701,CUST-103162,Auto,10694.49,R3,2024-03-18,Approved,2024-03-20,RISK_ENGINE
APP-207902,CUST-100398,Auto,10376.13,R1,2024-03-18,Approved,2024-03-22,RISK_ENGINE
APP-208184,CUST-100696,HELOC,126636.76,R5,2024-03-18,Approved,2024-03-20,RISK_ENGINE
APP-209136,CUST-101467,Credit Card,10345.94,R4,2024-03-18,Approved,2024-03-21,RISK_ENGINE
APP-209639,CUST-104423,Personal,4593.12,R4,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-209811,CUST-105587,Mortgage,199845.41,R6,2024-03-18,Approved,2024-03-19,RISK_ENGINE
APP-210738,CUST-101403,Auto,32881.0,R3,2024-03-18,Approved,2024-03-20,RISK_ENGINE
APP-210840,CUST-101570,Auto,38832.12,R4,2024-03-18,Approved,2024-03-21,RISK_ENGINE
