customer_id,file_date,source_updated_at,fico_score,risk_band_code,is_late_arrival,source_system
CUST-105351,2025-05-03,2025-05-12,753,R2,True,CREDIT_BUREAU
CUST-104306,2025-05-03,2025-05-12,724,R3,True,CREDIT_BUREAU
CUST-105760,2025-05-03,2025-05-12,738,R3,True,CREDIT_BUREAU
CUST-107401,2025-05-03,2025-05-12,642,R5,True,CREDIT_BUREAU
CUST-105671,2025-05-03,2025-05-12,620,R5,True,CREDIT_BUREAU
CUST-102233,2025-05-03,2025-05-12,728,R3,True,CREDIT_BUREAU
CUST-100443,2025-05-03,2025-05-12,635,R5,True,CREDIT_BUREAU
CUST-104341,2025-05-03,2025-05-12,636,R5,True,CREDIT_BUREAU
CUST-104716,2025-05-03,2025-05-12,711,R3,True,CREDIT_BUREAU
CUST-104405,2025-05-03,2025-05-12,756,R2,True,CREDIT_BUREAU
CUST-103792,2025-05-03,2025-05-12,721,R3,True,CREDIT_BUREAU
CUST-102837,2025-05-03,2025-05-12,594,R6,True,CREDIT_BUREAU
CUST-104776,2025-05-03,2025-05-12,638,R5,True,CREDIT_BUREAU
CUST-101475,2025-05-03,2025-05-12,675,R4,True,CREDIT_BUREAU
CUST-104663,2025-05-03,2025-05-12,756,R2,True,CREDIT_BUREAU
CUST-104194,2025-05-03,2025-05-12,767,R2,True,CREDIT_BUREAU
CUST-102715,2025-05-03,2025-05-12,633,R5,True,CREDIT_BUREAU
CUST-102851,2025-05-03,2025-05-12,619,R6,True,CREDIT_BUREAU
CUST-107105,2025-05-03,2025-05-12,742,R2,True,CREDIT_BUREAU
CUST-103773,2025-05-03,2025-05-12,705,R3,True,CREDIT_BUREAU
CUST-101470,2025-05-03,2025-05-12,724,R3,True,CREDIT_BUREAU
CUST-106019,2025-05-03,2025-05-12,769,R2,True,CREDIT_BUREAU
CUST-100244,2025-05-03,2025-05-12,782,R1,True,CREDIT_BUREAU
CUST-107077,2025-05-03,2025-05-12,750,R2,True,CREDIT_BUREAU
CUST-101453,2025-05-03,2025-05-12,819,R1,True,CREDIT_BUREAU
CUST-101918,2025-05-03,2025-05-12,744,R2,True,CREDIT_BUREAU
CUST-102680,2025-05-03,2025-05-12,602,R6,True,CREDIT_BUREAU
CUST-106648,2025-05-03,2025-05-12,727,R3,True,CREDIT_BUREAU
CUST-105518,2025-05-03,2025-05-12,727,R3,True,CREDIT_BUREAU
CUST-102853,2025-05-03,2025-05-12,424,R7,True,CREDIT_BUREAU
CUST-104264,2025-05-03,2025-05-12,575,R7,True,CREDIT_BUREAU
CUST-107276,2025-05-03,2025-05-12,800,R1,True,CREDIT_BUREAU
CUST-105717,2025-05-03,2025-05-12,768,R2,True,CREDIT_BUREAU
CUST-102672,2025-05-03,2025-05-12,655,R5,True,CREDIT_BUREAU
CUST-103576,2025-05-03,2025-05-12,761,R2,True,CREDIT_BUREAU
CUST-102550,2025-05-03,2025-05-12,830,R1,True,CREDIT_BUREAU
CUST-101585,2025-05-03,2025-05-12,723,R3,True,CREDIT_BUREAU
CUST-102291,2025-05-03,2025-05-12,762,R2,True,CREDIT_BUREAU
CUST-100175,2025-05-03,2025-05-12,707,R3,True,CREDIT_BUREAU
CUST-104575,2025-05-03,2025-05-12,680,R4,True,CREDIT_BUREAU
CUST-100000,2025-05-03,2025-05-12,820,R1,True,CREDIT_BUREAU
