ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700076,LN-501446,CUST-105798,CTC-60000766,COL-1090,2025-05-02,2025-05-09,50.0,Kept,50.0,2025-05-07
PTP-700159,LN-503091,CUST-106533,CTC-60001575,COL-1056,2025-05-02,2025-05-07,50.0,Kept,50.0,2025-05-09
PTP-700346,LN-506685,CUST-103408,CTC-60003372,COL-1111,2025-05-02,2025-05-07,84.26,Partial,31.23,2025-05-07
PTP-700572,LN-500916,CUST-106020,CTC-60005406,COL-1070,2025-05-02,2025-05-06,370.44,Partial,100.12,2025-05-06
PTP-700965,LN-502013,CUST-101386,CTC-60009400,COL-1047,2025-05-02,2025-05-14,677.71,Kept,677.71,2025-05-06
PTP-701126,LN-507454,CUST-103416,CTC-60011026,COL-1107,2025-05-02,2025-05-08,690.89,Broken,0.0,
PTP-701213,LN-500093,CUST-107444,CTC-60011927,COL-1108,2025-05-02,2025-05-12,1058.58,Kept,1058.58,2025-05-05
PTP-701521,LN-505286,CUST-101959,CTC-60014829,COL-1093,2025-05-02,2025-05-13,563.35,Kept,563.35,2025-05-15
PTP-701537,LN-505644,CUST-107805,CTC-60014969,COL-1092,2025-05-02,2025-05-08,928.87,Partial,216.75,2025-05-08
PTP-701790,LN-509621,CUST-105162,CTC-60017478,COL-1039,2025-05-02,2025-05-05,855.61,Kept,855.61,2025-05-05
