ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700127,LN-502569,CUST-103668,CTC-60001291,COL-1088,2025-04-07,2025-04-14,125.42,Broken,0.0,
PTP-700143,LN-502771,CUST-100053,CTC-60001418,COL-1025,2025-04-07,2025-04-16,261.39,Broken,0.0,
PTP-700200,LN-503879,CUST-106126,CTC-60001971,COL-1053,2025-04-07,2025-04-19,50.0,Kept,50.0,2025-04-14
PTP-700250,LN-504892,CUST-104320,CTC-60002507,COL-1020,2025-04-07,2025-04-19,50.0,Broken,0.0,
PTP-700801,LN-507454,CUST-103416,CTC-60007785,COL-1103,2025-04-07,2025-04-19,217.39,Broken,0.0,
PTP-700878,LN-509411,CUST-102665,CTC-60008559,COL-1024,2025-04-07,2025-04-11,280.58,Partial,126.51,2025-04-11
PTP-700928,LN-500684,CUST-103766,CTC-60009043,COL-1077,2025-04-07,2025-04-15,255.55,Partial,94.31,2025-04-15
PTP-700932,LN-500957,CUST-107969,CTC-60009102,COL-1033,2025-04-07,2025-04-14,450.89,Kept,450.89,2025-04-10
PTP-701057,LN-505217,CUST-100219,CTC-60010437,COL-1005,2025-04-07,2025-04-18,335.62,Kept,335.62,2025-04-19
PTP-701404,LN-503612,CUST-105094,CTC-60013764,COL-1003,2025-04-07,2025-04-17,962.0,Kept,962.0,2025-04-07
PTP-701531,LN-505449,CUST-103180,CTC-60014898,COL-1034,2025-04-07,2025-04-11,1004.6,Kept,1004.6,2025-04-12
PTP-701606,LN-506765,CUST-101563,CTC-60015673,COL-1064,2025-04-07,2025-04-13,838.48,Kept,838.48,2025-04-11
