loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500453,APP-200484,CUST-103973,Mortgage,Mortgage Standard,2024-02-13,2024-02-15,285429.55,0.0741,310,True,Real Estate,21,R5,LOAN_SERVICING
LN-502264,APP-202449,CUST-100291,Personal,Personal Standard,2024-02-13,2024-02-14,14234.17,0.1005,49,False,None,23,R7,LOAN_SERVICING
LN-502410,APP-202605,CUST-100804,Auto,Auto Standard,2024-02-13,2024-02-14,13729.19,0.0477,63,True,Vehicle,5,R4,LOAN_SERVICING
LN-502539,APP-202752,CUST-106602,Auto,Auto Standard,2024-02-13,2024-02-15,11897.88,0.081,59,True,Vehicle,15,R5,LOAN_SERVICING
LN-503733,APP-204045,CUST-103354,Personal,Personal Standard,2024-02-13,2024-02-15,7944.82,0.1429,18,False,None,10,R3,LOAN_SERVICING
LN-504285,APP-204647,CUST-100380,Credit Card,Credit Card Standard,2024-02-13,2024-02-15,15661.33,0.1653,0,False,None,20,R1,LOAN_SERVICING
LN-504680,APP-205072,CUST-100867,Credit Card,Credit Card Standard,2024-02-13,2024-02-14,24317.3,0.2225,0,False,None,19,R1,LOAN_SERVICING
LN-507063,APP-207666,CUST-104239,Auto,Auto Standard,2024-02-13,2024-02-14,39485.19,0.1093,54,True,Vehicle,12,R3,LOAN_SERVICING
LN-507313,APP-207940,CUST-106842,Auto,Auto Standard,2024-02-13,2024-02-13,29017.32,0.0995,71,True,Vehicle,6,R4,LOAN_SERVICING
LN-507582,APP-208234,CUST-107262,Auto,Auto Standard,2024-02-13,2024-02-14,9451.59,0.0832,51,True,Vehicle,3,R4,LOAN_SERVICING
LN-508003,APP-208680,CUST-102578,Auto,Auto Standard,2024-02-13,2024-02-14,22694.83,0.0589,70,True,Vehicle,14,R5,LOAN_SERVICING
LN-508116,APP-208803,CUST-100445,Credit Card,Credit Card Standard,2024-02-13,2024-02-15,9955.12,0.2493,0,False,None,9,R1,LOAN_SERVICING
LN-508874,APP-209623,CUST-103609,Personal,Personal Standard,2024-02-13,2024-02-13,3706.62,0.1519,38,False,None,7,R4,LOAN_SERVICING
LN-509638,APP-210454,CUST-107888,Personal,Personal Standard,2024-02-13,2024-02-14,33633.7,0.1913,55,False,None,3,R1,LOAN_SERVICING
