loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500104,APP-200111,CUST-101226,Personal,Personal Standard,2024-10-11,2024-10-12,8798.73,0.1564,40,False,None,14,R1,LOAN_SERVICING
LN-500374,APP-200399,CUST-102539,Mortgage,Mortgage Standard,2024-10-11,2024-10-12,488680.09,0.0739,212,True,Real Estate,12,R7,LOAN_SERVICING
LN-502625,APP-202847,CUST-103804,Auto,Auto Standard,2024-10-11,2024-10-13,50020.81,0.0999,58,True,Vehicle,6,R2,LOAN_SERVICING
LN-504301,APP-204664,CUST-104064,Personal,Personal Standard,2024-10-11,2024-10-13,8338.46,0.1944,36,False,None,11,R2,LOAN_SERVICING
LN-504436,APP-204806,CUST-103355,Auto,Auto Standard,2024-10-11,2024-10-12,49285.94,0.0806,72,True,Vehicle,13,R5,LOAN_SERVICING
LN-504797,APP-205201,CUST-103219,Auto,Auto Standard,2024-10-11,2024-10-13,37951.85,0.105,62,True,Vehicle,8,R5,LOAN_SERVICING
LN-505576,APP-206060,CUST-105999,Credit Card,Credit Card Standard,2024-10-11,2024-10-12,13977.07,0.2403,0,False,None,8,R6,LOAN_SERVICING
LN-506706,APP-207288,CUST-103743,Personal,Personal Standard,2024-10-11,2024-10-12,11630.28,0.1794,13,False,None,8,R2,LOAN_SERVICING
LN-506916,APP-207509,CUST-102195,HELOC,HELOC Standard,2024-10-11,2024-10-12,126065.45,0.0718,131,True,Real Estate,17,R7,LOAN_SERVICING
LN-508327,APP-209033,CUST-107558,Auto,Auto Standard,2024-10-11,2024-10-13,14727.3,0.1035,66,True,Vehicle,22,R7,LOAN_SERVICING
LN-508331,APP-209037,CUST-102475,Credit Card,Credit Card Standard,2024-10-11,2024-10-13,9510.97,0.2315,0,False,None,8,R7,LOAN_SERVICING
LN-508690,APP-209430,CUST-103386,Auto,Auto Standard,2024-10-11,2024-10-13,47634.3,0.0593,64,True,Vehicle,22,R3,LOAN_SERVICING
LN-509910,APP-210752,CUST-100678,Auto,Auto Standard,2024-10-11,2024-10-11,45589.13,0.0658,61,True,Vehicle,8,R3,LOAN_SERVICING
