loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500402,APP-200429,CUST-101722,Personal,Personal Standard,2024-04-29,2024-05-01,31912.76,0.0803,22,False,None,13,R2,LOAN_SERVICING
LN-500456,APP-200487,CUST-102443,Credit Card,Credit Card Standard,2024-04-29,2024-05-01,18875.84,0.1986,0,False,None,13,R1,LOAN_SERVICING
LN-500494,APP-200525,CUST-104340,Personal,Personal Standard,2024-04-29,2024-04-29,21527.78,0.13,33,False,None,11,R4,LOAN_SERVICING
LN-500710,APP-200760,CUST-102699,Auto,Auto Standard,2024-04-29,2024-05-01,8397.83,0.1079,71,True,Vehicle,18,R2,LOAN_SERVICING
LN-500754,APP-200808,CUST-103144,Credit Card,Credit Card Standard,2024-04-29,2024-04-30,4572.28,0.1653,0,False,None,26,R3,LOAN_SERVICING
LN-501188,APP-201273,CUST-106858,Auto,Auto Standard,2024-04-29,2024-05-01,13073.88,0.0902,41,True,Vehicle,17,R3,LOAN_SERVICING
LN-501376,APP-201479,CUST-103059,Credit Card,Credit Card Standard,2024-04-29,2024-04-29,24007.37,0.211,0,False,None,21,R1,LOAN_SERVICING
LN-501489,APP-201603,CUST-107681,Auto,Auto Standard,2024-04-29,2024-04-29,26009.12,0.048,52,True,Vehicle,24,R4,LOAN_SERVICING
LN-502910,APP-203150,CUST-101270,Personal,Personal Standard,2024-04-29,2024-04-30,8439.23,0.2177,35,False,None,22,R1,LOAN_SERVICING
LN-503922,APP-204252,CUST-101882,Personal,Personal Standard,2024-04-29,2024-04-29,15628.08,0.2167,20,False,None,22,R1,LOAN_SERVICING
LN-504437,APP-204807,CUST-103073,Credit Card,Credit Card Standard,2024-04-29,2024-05-01,19515.53,0.154,0,False,None,21,R3,LOAN_SERVICING
LN-504439,APP-204809,CUST-107678,HELOC,HELOC Standard,2024-04-29,2024-04-29,34664.15,0.0874,144,True,Real Estate,16,R6,LOAN_SERVICING
LN-504701,APP-205097,CUST-105231,Personal,Personal Standard,2024-04-29,2024-04-30,18708.71,0.1801,34,False,None,15,R3,LOAN_SERVICING
LN-504846,APP-205253,CUST-101872,Auto,Auto Standard,2024-04-29,2024-04-29,16157.78,0.0523,68,True,Vehicle,22,R2,LOAN_SERVICING
LN-506231,APP-206770,CUST-104470,Personal,Personal Standard,2024-04-29,2024-04-29,6344.54,0.097,58,False,None,19,R3,LOAN_SERVICING
LN-506568,APP-207139,CUST-104799,Auto,Auto Standard,2024-04-29,2024-04-30,53165.29,0.0601,55,True,Vehicle,23,R3,LOAN_SERVICING
LN-507154,APP-207768,CUST-103704,Auto,Auto Standard,2024-04-29,2024-05-01,14566.23,0.0847,61,True,Vehicle,27,R6,LOAN_SERVICING
LN-507742,APP-208401,CUST-104094,Auto,Auto Standard,2024-04-29,2024-04-29,54003.1,0.0758,39,True,Vehicle,1,R3,LOAN_SERVICING
LN-508048,APP-208727,CUST-101230,Auto,Auto Standard,2024-04-29,2024-04-30,9765.57,0.0474,56,True,Vehicle,26,R4,LOAN_SERVICING
LN-508419,APP-209134,CUST-106422,Personal,Personal Standard,2024-04-29,2024-05-01,24496.89,0.1292,33,False,None,14,R6,LOAN_SERVICING
LN-509711,APP-210536,CUST-106028,Auto,Auto Standard,2024-04-29,2024-05-01,28745.2,0.084,39,True,Vehicle,9,R3,LOAN_SERVICING
LN-509847,APP-210685,CUST-107598,Credit Card,Credit Card Standard,2024-04-29,2024-04-29,2279.2,0.2485,0,False,None,10,R6,LOAN_SERVICING
