ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700204,LN-503970,CUST-107311,CTC-60002021,COL-1056,2025-05-25,2025-05-30,79.17,Partial,42.65,2025-05-30
PTP-700468,LN-508963,CUST-103291,CTC-60004493,COL-1020,2025-05-25,2025-05-30,70.0,Kept,70.0,2025-05-25
PTP-700793,LN-507230,CUST-101047,CTC-60007697,COL-1050,2025-05-25,2025-06-06,164.66,Kept,164.66,2025-06-02
PTP-700846,LN-508646,CUST-100612,CTC-60008260,COL-1103,2025-05-25,2025-05-29,235.95,Kept,235.95,2025-05-28
PTP-701022,LN-503710,CUST-106661,CTC-60009959,COL-1109,2025-05-25,2025-06-03,315.64,Kept,315.64,2025-06-03
PTP-701088,LN-505927,CUST-102626,CTC-60010672,COL-1078,2025-05-25,2025-05-31,452.76,Broken,0.0,
PTP-701100,LN-506309,CUST-103247,CTC-60010760,COL-1042,2025-05-25,2025-05-30,511.42,Partial,116.05,2025-05-30
PTP-701153,LN-508375,CUST-100200,CTC-60011346,COL-1029,2025-05-25,2025-06-05,656.1,Kept,656.1,2025-05-25
PTP-701336,LN-502354,CUST-102146,CTC-60013072,COL-1039,2025-05-25,2025-06-06,687.68,Kept,687.68,2025-05-29
PTP-701678,LN-507929,CUST-100155,CTC-60016414,COL-1106,2025-05-25,2025-06-03,1013.51,Kept,1013.51,2025-06-03
PTP-701742,LN-508744,CUST-100466,CTC-60017044,COL-1036,2025-05-25,2025-06-02,326.81,Broken,0.0,
PTP-701780,LN-509412,CUST-100487,CTC-60017394,COL-1108,2025-05-25,2025-06-03,428.4,Kept,428.4,2025-06-02
PTP-701801,LN-509683,CUST-102576,CTC-60017540,COL-1083,2025-05-25,2025-05-31,1191.21,Broken,0.0,
