customer_id,file_date,source_updated_at,fico_score,risk_band_code,is_late_arrival,source_system
CUST-103608,2025-03-03,2025-03-13,724,R3,True,CREDIT_BUREAU
CUST-100146,2025-03-03,2025-03-13,447,R7,True,CREDIT_BUREAU
CUST-105683,2025-03-03,2025-03-13,815,R1,True,CREDIT_BUREAU
CUST-104181,2025-03-03,2025-03-13,655,R5,True,CREDIT_BUREAU
CUST-107028,2025-03-03,2025-03-13,830,R1,True,CREDIT_BUREAU
CUST-100783,2025-03-03,2025-03-13,589,R6,True,CREDIT_BUREAU
CUST-103138,2025-03-03,2025-03-13,673,R4,True,CREDIT_BUREAU
CUST-103819,2025-03-03,2025-03-13,772,R2,True,CREDIT_BUREAU
CUST-105756,2025-03-03,2025-03-13,723,R3,True,CREDIT_BUREAU
CUST-101178,2025-03-03,2025-03-13,715,R3,True,CREDIT_BUREAU
CUST-106695,2025-03-03,2025-03-13,712,R3,True,CREDIT_BUREAU
CUST-107941,2025-03-03,2025-03-13,796,R1,True,CREDIT_BUREAU
CUST-102293,2025-03-03,2025-03-13,702,R3,True,CREDIT_BUREAU
CUST-104229,2025-03-03,2025-03-13,814,R1,True,CREDIT_BUREAU
CUST-102971,2025-03-03,2025-03-13,720,R3,True,CREDIT_BUREAU
CUST-105236,2025-03-03,2025-03-13,649,R5,True,CREDIT_BUREAU
CUST-102363,2025-03-03,2025-03-13,685,R4,True,CREDIT_BUREAU
CUST-104806,2025-03-03,2025-03-13,828,R1,True,CREDIT_BUREAU
CUST-104368,2025-03-03,2025-03-13,811,R1,True,CREDIT_BUREAU
CUST-102175,2025-03-03,2025-03-13,686,R4,True,CREDIT_BUREAU
CUST-107525,2025-03-03,2025-03-13,705,R3,True,CREDIT_BUREAU
CUST-100719,2025-03-03,2025-03-13,722,R3,True,CREDIT_BUREAU
CUST-100704,2025-03-03,2025-03-13,719,R3,True,CREDIT_BUREAU
CUST-100669,2025-03-03,2025-03-13,740,R2,True,CREDIT_BUREAU
CUST-104547,2025-03-03,2025-03-13,642,R5,True,CREDIT_BUREAU
CUST-104795,2025-03-03,2025-03-13,762,R2,True,CREDIT_BUREAU
CUST-104394,2025-03-03,2025-03-13,746,R2,True,CREDIT_BUREAU
CUST-107624,2025-03-03,2025-03-13,589,R6,True,CREDIT_BUREAU
CUST-106082,2025-03-03,2025-03-13,762,R2,True,CREDIT_BUREAU
CUST-102904,2025-03-03,2025-03-13,447,R7,True,CREDIT_BUREAU
CUST-103672,2025-03-03,2025-03-13,436,R7,True,CREDIT_BUREAU
CUST-106890,2025-03-03,2025-03-13,635,R5,True,CREDIT_BUREAU
CUST-100505,2025-03-03,2025-03-13,717,R3,True,CREDIT_BUREAU
CUST-104275,2025-03-03,2025-03-13,638,R5,True,CREDIT_BUREAU
CUST-102730,2025-03-03,2025-03-13,696,R4,True,CREDIT_BUREAU
CUST-103725,2025-03-03,2025-03-13,679,R4,True,CREDIT_BUREAU
CUST-100682,2025-03-03,2025-03-13,697,R4,True,CREDIT_BUREAU
CUST-100266,2025-03-03,2025-03-13,817,R1,True,CREDIT_BUREAU
CUST-100691,2025-03-03,2025-03-13,809,R1,True,CREDIT_BUREAU
CUST-102414,2025-03-03,2025-03-13,814,R1,True,CREDIT_BUREAU
CUST-101385,2025-03-03,2025-03-13,752,R2,True,CREDIT_BUREAU
CUST-102859,2025-03-03,2025-03-13,759,R2,True,CREDIT_BUREAU
CUST-100875,2025-03-03,2025-03-13,672,R4,True,CREDIT_BUREAU
CUST-100000,2025-03-03,2025-03-13,791,R1,True,CREDIT_BUREAU
