contact_id,loan_id,customer_id,contact_date,collector_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000749,LN-501397,CUST-100176,2025-03-15,COL-1078,OUTBOUND_CALL,Outbound,No Answer,False,26.0,False,CALL_CENTER,False
CTC-60000850,LN-501634,CUST-107670,2025-03-15,COL-1078,OUTBOUND_CALL,Outbound,Right Party Contact,True,628.0,False,CALL_CENTER,False
CTC-60001636,LN-503230,CUST-107264,2025-03-15,COL-1004,OUTBOUND_CALL,Outbound,No Answer,False,9.0,False,CALL_CENTER,False
CTC-60002394,LN-504710,CUST-104389,2025-03-15,COL-1079,OUTBOUND_CALL,Outbound,Voicemail,False,12.0,False,CALL_CENTER,False
CTC-60002733,LN-505365,CUST-106865,2025-03-15,COL-1047,OUTBOUND_CALL,Outbound,Right Party Contact,True,525.0,False,CALL_CENTER,False
CTC-60003831,LN-507592,CUST-101737,2025-03-15,COL-1011,OUTBOUND_CALL,Outbound,No Answer,False,24.0,False,CALL_CENTER,False
CTC-60003941,LN-507826,CUST-100641,2025-03-15,COL-1019,OUTBOUND_CALL,Outbound,Right Party Contact,True,220.0,False,CALL_CENTER,False
CTC-60004560,LN-509121,CUST-107546,2025-03-15,COL-1116,OUTBOUND_CALL,Outbound,Right Party Contact,True,441.0,False,CALL_CENTER,False
CTC-60004794,LN-509572,CUST-102048,2025-03-15,COL-1004,OUTBOUND_CALL,Outbound,No Answer,False,18.0,False,CALL_CENTER,False
CTC-60006351,LN-503343,CUST-106837,2025-03-15,COL-1008,OUTBOUND_CALL,Outbound,Right Party Contact,True,488.0,False,CALL_CENTER,False
CTC-60008148,LN-508283,CUST-103181,2025-03-15,COL-1001,OUTBOUND_CALL,Outbound,No Answer,False,40.0,False,CALL_CENTER,False
CTC-60008304,LN-508737,CUST-101721,2025-03-15,COL-1080,OUTBOUND_CALL,Outbound,Wrong Party,False,18.0,False,CALL_CENTER,False
CTC-60008334,LN-508768,CUST-102522,2025-03-15,COL-1115,OUTBOUND_CALL,Outbound,Right Party Contact,True,300.0,False,CALL_CENTER,False
CTC-60008777,LN-509904,CUST-103416,2025-03-15,COL-1102,OUTBOUND_CALL,Outbound,No Answer,False,39.0,False,CALL_CENTER,False
CTC-60009669,LN-502761,CUST-104494,2025-03-15,COL-1062,OUTBOUND_CALL,Outbound,No Answer,False,43.0,False,CALL_CENTER,False
CTC-60009868,LN-503423,CUST-107309,2025-03-15,COL-1005,OUTBOUND_CALL,Outbound,No Answer,False,9.0,False,CALL_CENTER,False
CTC-60009982,LN-503773,CUST-105339,2025-03-15,COL-1085,OUTBOUND_CALL,Outbound,Right Party Contact,True,638.0,False,CALL_CENTER,False
CTC-60010948,LN-507125,CUST-100785,2025-03-15,COL-1104,OUTBOUND_CALL,Outbound,Right Party Contact,True,126.0,False,CALL_CENTER,False
CTC-60011065,LN-507559,CUST-100595,2025-03-15,COL-1104,OUTBOUND_CALL,Outbound,Right Party Contact,True,199.0,False,CALL_CENTER,False
CTC-60011112,LN-507745,CUST-103349,2025-03-15,COL-1049,OUTBOUND_CALL,Outbound,Voicemail,False,29.0,False,CALL_CENTER,False
CTC-60011257,LN-508134,CUST-105326,2025-03-15,COL-1037,OUTBOUND_CALL,Outbound,Right Party Contact,True,691.0,False,CALL_CENTER,False
CTC-60011309,LN-508278,CUST-104738,2025-03-15,COL-1114,OUTBOUND_CALL,Outbound,Wrong Party,False,38.0,False,CALL_CENTER,False
CTC-60011773,LN-509795,CUST-107181,2025-03-15,COL-1095,OUTBOUND_CALL,Outbound,Busy,False,44.0,False,CALL_CENTER,False
CTC-60012230,LN-500818,CUST-104587,2025-03-15,COL-1109,OUTBOUND_CALL,Outbound,Right Party Contact,True,106.0,False,CALL_CENTER,False
CTC-60012670,LN-501670,CUST-104537,2025-03-15,COL-1022,OUTBOUND_CALL,Outbound,Right Party Contact,True,660.0,False,CALL_CENTER,False
CTC-60013143,LN-502515,CUST-101090,2025-03-15,COL-1034,OUTBOUND_CALL,Outbound,Voicemail,False,31.0,False,CALL_CENTER,False
CTC-60013688,LN-503462,CUST-106358,2025-03-15,COL-1017,OUTBOUND_CALL,Outbound,Right Party Contact,True,575.0,False,CALL_CENTER,False
CTC-60013724,LN-503502,CUST-107063,2025-03-15,COL-1006,OUTBOUND_CALL,Outbound,Wrong Party,False,41.0,False,CALL_CENTER,False
CTC-60015477,LN-506575,CUST-104769,2025-03-15,COL-1094,OUTBOUND_CALL,Outbound,Voicemail,False,7.0,False,CALL_CENTER,False
CTC-60015795,LN-507037,CUST-103538,2025-03-15,COL-1108,OUTBOUND_CALL,Outbound,No Answer,False,40.0,False,CALL_CENTER,False
CTC-60015812,LN-507104,CUST-100290,2025-03-15,COL-1075,OUTBOUND_CALL,Outbound,No Answer,False,6.0,False,CALL_CENTER,False
CTC-60017450,LN-509610,CUST-106669,2025-03-15,COL-1057,OUTBOUND_CALL,Outbound,Right Party Contact,True,422.0,False,CALL_CENTER,False
