ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700362,LN-506940,CUST-104147,CTC-60003518,COL-1069,2025-06-16,2025-06-27,87.29,Kept,87.29,2025-06-18
PTP-701158,LN-508549,CUST-105697,CTC-60011388,COL-1029,2025-06-16,2025-06-29,243.89,Kept,243.89,2025-06-29
PTP-701197,LN-509818,CUST-100655,CTC-60011782,COL-1086,2025-06-16,2025-06-29,204.67,Kept,204.67,2025-06-24
PTP-701418,LN-503797,CUST-100743,CTC-60013937,COL-1005,2025-06-16,2025-06-25,419.5,Broken,0.0,
PTP-701475,LN-504667,CUST-102385,CTC-60014458,COL-1045,2025-06-16,2025-06-29,1149.91,Kept,1149.91,2025-06-27
PTP-701477,LN-504686,CUST-101065,CTC-60014467,COL-1108,2025-06-16,2025-06-27,481.6,Kept,481.6,2025-06-21
PTP-701559,LN-506084,CUST-107999,CTC-60015183,COL-1113,2025-06-16,2025-06-26,428.1,Kept,428.1,2025-06-18
PTP-701609,LN-506853,CUST-103785,CTC-60015694,COL-1065,2025-06-16,2025-06-20,785.94,Kept,785.94,2025-06-17
PTP-701793,LN-509621,CUST-105162,CTC-60017491,COL-1110,2025-06-16,2025-06-18,527.7,Kept,527.7,2025-06-17
PTP-701830,LN-507604,CUST-107465,CTC-60007841,COL-1018,2025-06-16,2025-06-20,341.01,Kept,341.01,2025-06-18
