ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700570,LN-500779,CUST-106487,CTC-60005380,COL-1068,2025-03-06,2025-03-12,202.69,Kept,202.69,2025-03-09
PTP-700584,LN-501327,CUST-101708,CTC-60005561,COL-1007,2025-03-06,2025-03-12,299.68,Kept,299.68,2025-03-14
PTP-700903,LN-509925,CUST-103837,CTC-60008792,COL-1050,2025-03-06,2025-03-18,124.47,Broken,0.0,
PTP-700967,LN-502034,CUST-103040,CTC-60009410,COL-1104,2025-03-06,2025-03-15,660.94,Broken,0.0,
PTP-700978,LN-502337,CUST-100879,CTC-60009525,COL-1110,2025-03-06,2025-03-13,503.99,Kept,503.99,2025-03-11
PTP-701184,LN-509544,CUST-100344,CTC-60011655,COL-1029,2025-03-06,2025-03-14,745.77,Broken,0.0,
PTP-701277,LN-501491,CUST-103777,CTC-60012515,COL-1106,2025-03-06,2025-03-12,1159.85,Kept,1159.85,2025-03-09
PTP-701314,LN-502042,CUST-104923,CTC-60012874,COL-1082,2025-03-06,2025-03-11,356.76,Kept,356.76,2025-03-10
PTP-701348,LN-502630,CUST-103846,CTC-60013213,COL-1057,2025-03-06,2025-03-13,472.91,Partial,271.08,2025-03-13
PTP-701372,LN-503207,CUST-104222,CTC-60013419,COL-1093,2025-03-06,2025-03-12,347.44,Kept,347.44,2025-03-07
PTP-701554,LN-505989,CUST-105087,CTC-60015138,COL-1084,2025-03-06,2025-03-10,1026.81,Kept,1026.81,2025-03-11
