ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700053,LN-500878,CUST-106716,CTC-60000478,COL-1076,2025-04-25,2025-04-29,50.0,Kept,50.0,2025-04-25
PTP-700071,LN-501304,CUST-103636,CTC-60000686,COL-1111,2025-04-25,2025-05-01,77.9,Kept,77.9,2025-05-02
PTP-700198,LN-503836,CUST-105268,CTC-60001941,COL-1019,2025-04-25,2025-04-27,113.81,Kept,113.81,2025-04-26
PTP-700245,LN-504822,CUST-104772,CTC-60002457,COL-1100,2025-04-25,2025-05-04,50.0,Broken,0.0,
PTP-700619,LN-502236,CUST-107096,CTC-60005929,COL-1066,2025-04-25,2025-04-29,415.49,Kept,415.49,2025-04-28
PTP-700717,LN-505038,CUST-100111,CTC-60006966,COL-1073,2025-04-25,2025-04-28,221.69,Kept,221.69,2025-04-27
PTP-700862,LN-509048,CUST-103855,CTC-60008413,COL-1028,2025-04-25,2025-04-30,444.99,Kept,444.99,2025-04-25
PTP-700912,LN-500211,CUST-107222,CTC-60008929,COL-1098,2025-04-25,2025-05-03,403.98,Kept,403.98,2025-05-03
PTP-700964,LN-502013,CUST-101386,CTC-60009398,COL-1086,2025-04-25,2025-05-07,321.1,Partial,106.6,2025-05-07
PTP-700986,LN-502556,CUST-104888,CTC-60009611,COL-1085,2025-04-25,2025-04-30,252.65,Kept,252.65,2025-04-30
PTP-701049,LN-504686,CUST-101065,CTC-60010314,COL-1033,2025-04-25,2025-05-09,343.79,Kept,343.79,2025-05-03
PTP-701222,LN-500285,CUST-105329,CTC-60011972,COL-1034,2025-04-25,2025-05-07,901.0,Broken,0.0,
PTP-701518,LN-505226,CUST-105039,CTC-60014813,COL-1092,2025-04-25,2025-05-09,433.39,Kept,433.39,2025-05-05
PTP-701623,LN-507142,CUST-103211,CTC-60015860,COL-1075,2025-04-25,2025-04-27,1252.6,Partial,385.94,2025-04-27
PTP-701778,LN-509389,CUST-100421,CTC-60017383,COL-1057,2025-04-25,2025-05-01,1224.16,Broken,0.0,
