application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-201157,CUST-106493,Credit Card,2754.68,R2,2024-05-29,Approved,2024-06-01,RISK_ENGINE
APP-201569,CUST-101249,HELOC,61917.18,R1,2024-05-29,Approved,2024-05-30,RISK_ENGINE
APP-201961,CUST-100484,Auto,38669.43,R2,2024-05-29,Approved,2024-05-31,RISK_ENGINE
APP-202672,CUST-103345,Credit Card,24287.56,R5,2024-05-29,Approved,2024-06-02,RISK_ENGINE
APP-203518,CUST-102792,Auto,14311.77,R3,2024-05-29,Approved,2024-05-31,RISK_ENGINE
APP-203521,CUST-101833,Personal,30348.97,R7,2024-05-29,Approved,2024-05-30,RISK_ENGINE
APP-203807,CUST-103818,Auto,39217.16,R5,2024-05-29,Approved,2024-06-02,RISK_ENGINE
APP-204184,CUST-106760,Credit Card,19058.77,R6,2024-05-29,Declined,2024-06-01,RISK_ENGINE
APP-205043,CUST-106584,Credit Card,3666.69,R2,2024-05-29,Approved,2024-05-31,RISK_ENGINE
APP-205188,CUST-101948,Mortgage,133569.74,R7,2024-05-29,Approved,2024-05-30,RISK_ENGINE
APP-205255,CUST-102053,Personal,18824.14,R2,2024-05-29,Approved,2024-05-31,RISK_ENGINE
APP-205941,CUST-104979,Auto,53531.09,R1,2024-05-29,Approved,2024-06-01,RISK_ENGINE
APP-207245,CUST-101026,Auto,53260.58,R1,2024-05-29,Approved,2024-05-30,RISK_ENGINE
APP-207983,CUST-105772,Auto,31968.89,R3,2024-05-29,Approved,2024-05-31,RISK_ENGINE
APP-207994,CUST-107373,Auto,40788.89,R4,2024-05-29,Approved,2024-05-30,RISK_ENGINE
APP-208118,CUST-105836,Auto,10752.24,R4,2024-05-29,Approved,2024-06-02,RISK_ENGINE
APP-208876,CUST-106596,Personal,10875.36,R5,2024-05-29,Approved,2024-06-01,RISK_ENGINE
APP-208882,CUST-107479,Personal,12698.29,R2,2024-05-29,Approved,2024-06-01,RISK_ENGINE
