application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200780,CUST-102833,Auto,34135.47,R4,2024-08-03,Approved,2024-08-05,RISK_ENGINE
APP-201426,CUST-101708,Auto,30834.94,R3,2024-08-03,Approved,2024-08-04,RISK_ENGINE
APP-201436,CUST-107866,Credit Card,8539.64,R5,2024-08-03,Approved,2024-08-07,RISK_ENGINE
APP-201743,CUST-107341,Auto,11175.73,R4,2024-08-03,Approved,2024-08-05,RISK_ENGINE
APP-202738,CUST-103973,Personal,32402.49,R2,2024-08-03,Declined,2024-08-05,RISK_ENGINE
APP-203851,CUST-105273,Auto,43748.53,R5,2024-08-03,Approved,2024-08-07,RISK_ENGINE
APP-203939,CUST-107438,Auto,16181.32,R1,2024-08-03,Approved,2024-08-07,RISK_ENGINE
APP-204196,CUST-104806,Personal,5135.46,R5,2024-08-03,Approved,2024-08-07,RISK_ENGINE
APP-204346,CUST-103299,Credit Card,5834.57,R6,2024-08-03,Approved,2024-08-06,RISK_ENGINE
APP-204352,CUST-105600,HELOC,103859.45,R6,2024-08-03,Approved,2024-08-07,RISK_ENGINE
APP-205111,CUST-104132,Personal,22276.33,R2,2024-08-03,Approved,2024-08-06,RISK_ENGINE
APP-205184,CUST-106632,Mortgage,322518.08,R7,2024-08-03,Approved,2024-08-06,RISK_ENGINE
APP-205319,CUST-107996,Auto,34597.8,R6,2024-08-03,Approved,2024-08-05,RISK_ENGINE
APP-207562,CUST-106551,Auto,50506.64,R3,2024-08-03,Approved,2024-08-04,RISK_ENGINE
APP-207741,CUST-107502,Credit Card,21433.55,R3,2024-08-03,Declined,2024-08-06,RISK_ENGINE
APP-208864,CUST-103779,Auto,52726.08,R2,2024-08-03,Approved,2024-08-05,RISK_ENGINE
APP-209036,CUST-102018,Mortgage,337621.98,R2,2024-08-03,Approved,2024-08-04,RISK_ENGINE
APP-209130,CUST-100451,HELOC,13919.39,R3,2024-08-03,Approved,2024-08-06,RISK_ENGINE
APP-209173,CUST-105928,Personal,13940.53,R5,2024-08-03,Approved,2024-08-05,RISK_ENGINE
APP-210412,CUST-106032,Personal,15751.46,R3,2024-08-03,Declined,2024-08-05,RISK_ENGINE
APP-210568,CUST-104242,Personal,17571.02,R5,2024-08-03,Approved,2024-08-06,RISK_ENGINE
APP-210624,CUST-105167,Personal,34820.3,R6,2024-08-03,Approved,2024-08-06,RISK_ENGINE
APP-210826,CUST-104790,Personal,7213.24,R2,2024-08-03,Approved,2024-08-05,RISK_ENGINE
