application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200263,CUST-106503,Credit Card,5187.47,R2,2025-04-09,Approved,2025-04-10,RISK_ENGINE
APP-200301,CUST-101221,Credit Card,4299.81,R2,2025-04-09,Approved,2025-04-11,RISK_ENGINE
APP-200465,CUST-101921,HELOC,109100.29,R6,2025-04-09,Approved,2025-04-12,RISK_ENGINE
APP-200533,CUST-107890,Personal,17711.12,R4,2025-04-09,Approved,2025-04-11,RISK_ENGINE
APP-200655,CUST-105174,Auto,51088.72,R3,2025-04-09,Approved,2025-04-13,RISK_ENGINE
APP-200841,CUST-104870,Personal,32072.31,R3,2025-04-09,Approved,2025-04-13,RISK_ENGINE
APP-201351,CUST-103154,Credit Card,12007.25,R3,2025-04-09,Approved,2025-04-10,RISK_ENGINE
APP-201667,CUST-105806,Personal,24790.17,R1,2025-04-09,Approved,2025-04-13,RISK_ENGINE
APP-201941,CUST-101874,Credit Card,15950.21,R2,2025-04-09,Approved,2025-04-12,RISK_ENGINE
APP-203050,CUST-103979,Auto,11001.2,R2,2025-04-09,Approved,2025-04-13,RISK_ENGINE
APP-203172,CUST-103993,Auto,25044.44,R4,2025-04-09,Approved,2025-04-13,RISK_ENGINE
APP-204523,CUST-106019,Personal,16973.89,R2,2025-04-09,Approved,2025-04-13,RISK_ENGINE
APP-204830,CUST-102958,Personal,14537.23,R5,2025-04-09,Approved,2025-04-11,RISK_ENGINE
APP-205442,CUST-107625,Personal,27642.37,R5,2025-04-09,Declined,2025-04-11,RISK_ENGINE
APP-205525,CUST-101487,Auto,49524.96,R3,2025-04-09,Declined,2025-04-12,RISK_ENGINE
APP-206224,CUST-106638,Personal,7565.03,R4,2025-04-09,Approved,2025-04-13,RISK_ENGINE
APP-206408,CUST-106071,Auto,8675.01,R6,2025-04-09,Approved,2025-04-12,RISK_ENGINE
APP-206732,CUST-106169,Auto,35441.82,R2,2025-04-09,Approved,2025-04-13,RISK_ENGINE
APP-207729,CUST-105768,Auto,37803.99,R4,2025-04-09,Approved,2025-04-12,RISK_ENGINE
APP-207914,CUST-107526,Auto,26463.97,R3,2025-04-09,Declined,2025-04-12,RISK_ENGINE
APP-208360,CUST-106633,Auto,12937.5,R3,2025-04-09,Approved,2025-04-12,RISK_ENGINE
APP-208546,CUST-102637,Credit Card,5948.1,R4,2025-04-09,Approved,2025-04-11,RISK_ENGINE
APP-208950,CUST-106442,Personal,27603.2,R4,2025-04-09,Approved,2025-04-11,RISK_ENGINE
APP-208991,CUST-102730,Personal,27700.69,R4,2025-04-09,Approved,2025-04-12,RISK_ENGINE
APP-209050,CUST-101917,Auto,45942.05,R4,2025-04-09,Approved,2025-04-13,RISK_ENGINE
APP-209179,CUST-107331,Auto,33952.76,R4,2025-04-09,Approved,2025-04-12,RISK_ENGINE
APP-209347,CUST-107316,Personal,28759.92,R4,2025-04-09,Approved,2025-04-10,RISK_ENGINE
APP-209884,CUST-100477,Credit Card,3747.59,R4,2025-04-09,Approved,2025-04-13,RISK_ENGINE
APP-209899,CUST-100129,Personal,26654.39,R3,2025-04-09,Approved,2025-04-11,RISK_ENGINE
APP-210601,CUST-107557,Personal,15773.05,R4,2025-04-09,Approved,2025-04-13,RISK_ENGINE
