ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700249,LN-504879,CUST-104536,CTC-60002502,COL-1069,2025-05-08,2025-05-21,71.39,Kept,71.39,2025-05-13
PTP-700697,LN-504155,CUST-103495,CTC-60006672,COL-1054,2025-05-08,2025-05-14,214.99,Partial,78.8,2025-05-14
PTP-700719,LN-505144,CUST-101294,CTC-60006992,COL-1102,2025-05-08,2025-05-17,131.44,Kept,131.44,2025-05-13
PTP-700909,LN-500040,CUST-102235,CTC-60008895,COL-1047,2025-05-08,2025-05-12,563.52,Kept,563.52,2025-05-12
PTP-701010,LN-503442,CUST-100824,CTC-60009875,COL-1051,2025-05-08,2025-05-10,368.47,Broken,0.0,
PTP-701178,LN-509211,CUST-104650,CTC-60011561,COL-1042,2025-05-08,2025-05-22,389.51,Kept,389.51,2025-05-21
PTP-701187,LN-509574,CUST-103907,CTC-60011680,COL-1042,2025-05-08,2025-05-13,395.58,Kept,395.58,2025-05-11
PTP-701198,LN-509834,CUST-100166,CTC-60011790,COL-1091,2025-05-08,2025-05-11,662.67,Kept,662.67,2025-05-13
PTP-701334,LN-502354,CUST-102146,CTC-60013064,COL-1011,2025-05-08,2025-05-13,547.12,Partial,328.19,2025-05-13
PTP-701343,LN-502509,CUST-101434,CTC-60013138,COL-1106,2025-05-08,2025-05-13,489.56,Kept,489.56,2025-05-10
PTP-701482,LN-504739,CUST-103280,CTC-60014514,COL-1084,2025-05-08,2025-05-20,652.16,Kept,652.16,2025-05-12
PTP-701683,LN-508011,CUST-100605,CTC-60016475,COL-1108,2025-05-08,2025-05-12,1308.13,Kept,1308.13,2025-05-14
PTP-701773,LN-509254,CUST-101098,CTC-60017320,COL-1026,2025-05-08,2025-05-18,669.49,Broken,0.0,
