customer_id,file_date,source_updated_at,fico_score,risk_band_code,is_late_arrival,source_system
CUST-100919,2025-04-03,2025-04-17,747,R2,True,CREDIT_BUREAU
CUST-105071,2025-04-03,2025-04-17,671,R4,True,CREDIT_BUREAU
CUST-104688,2025-04-03,2025-04-17,670,R4,True,CREDIT_BUREAU
CUST-100070,2025-04-03,2025-04-17,644,R5,True,CREDIT_BUREAU
CUST-102489,2025-04-03,2025-04-17,765,R2,True,CREDIT_BUREAU
CUST-106735,2025-04-03,2025-04-17,721,R3,True,CREDIT_BUREAU
CUST-105814,2025-04-03,2025-04-17,613,R6,True,CREDIT_BUREAU
CUST-107671,2025-04-03,2025-04-17,695,R4,True,CREDIT_BUREAU
CUST-102802,2025-04-03,2025-04-17,827,R1,True,CREDIT_BUREAU
CUST-104196,2025-04-03,2025-04-17,690,R4,True,CREDIT_BUREAU
CUST-101180,2025-04-03,2025-04-17,814,R1,True,CREDIT_BUREAU
CUST-100723,2025-04-03,2025-04-17,671,R4,True,CREDIT_BUREAU
CUST-102428,2025-04-03,2025-04-17,682,R4,True,CREDIT_BUREAU
CUST-101090,2025-04-03,2025-04-17,673,R4,True,CREDIT_BUREAU
CUST-107836,2025-04-03,2025-04-17,706,R3,True,CREDIT_BUREAU
CUST-104128,2025-04-03,2025-04-17,812,R1,True,CREDIT_BUREAU
CUST-107580,2025-04-03,2025-04-17,452,R7,True,CREDIT_BUREAU
CUST-102184,2025-04-03,2025-04-17,818,R1,True,CREDIT_BUREAU
CUST-105064,2025-04-03,2025-04-17,804,R1,True,CREDIT_BUREAU
CUST-100329,2025-04-03,2025-04-17,699,R4,True,CREDIT_BUREAU
CUST-101714,2025-04-03,2025-04-17,712,R3,True,CREDIT_BUREAU
CUST-103956,2025-04-03,2025-04-17,681,R4,True,CREDIT_BUREAU
CUST-102348,2025-04-03,2025-04-17,742,R2,True,CREDIT_BUREAU
CUST-107907,2025-04-03,2025-04-17,802,R1,True,CREDIT_BUREAU
CUST-106070,2025-04-03,2025-04-17,813,R1,True,CREDIT_BUREAU
CUST-106806,2025-04-03,2025-04-17,650,R5,True,CREDIT_BUREAU
CUST-103748,2025-04-03,2025-04-17,664,R4,True,CREDIT_BUREAU
CUST-100134,2025-04-03,2025-04-17,834,R1,True,CREDIT_BUREAU
CUST-105675,2025-04-03,2025-04-17,626,R5,True,CREDIT_BUREAU
CUST-105485,2025-04-03,2025-04-17,668,R4,True,CREDIT_BUREAU
CUST-101561,2025-04-03,2025-04-17,680,R4,True,CREDIT_BUREAU
CUST-102332,2025-04-03,2025-04-17,711,R3,True,CREDIT_BUREAU
CUST-107951,2025-04-03,2025-04-17,818,R1,True,CREDIT_BUREAU
CUST-103047,2025-04-03,2025-04-17,809,R1,True,CREDIT_BUREAU
CUST-107906,2025-04-03,2025-04-17,730,R3,True,CREDIT_BUREAU
CUST-106161,2025-04-03,2025-04-17,771,R2,True,CREDIT_BUREAU
CUST-102524,2025-04-03,2025-04-17,822,R1,True,CREDIT_BUREAU
CUST-102708,2025-04-03,2025-04-17,706,R3,True,CREDIT_BUREAU
CUST-102418,2025-04-03,2025-04-17,771,R2,True,CREDIT_BUREAU
CUST-104735,2025-04-03,2025-04-17,673,R4,True,CREDIT_BUREAU
CUST-103715,2025-04-03,2025-04-17,817,R1,True,CREDIT_BUREAU
CUST-106398,2025-04-03,2025-04-17,675,R4,True,CREDIT_BUREAU
CUST-105281,2025-04-03,2025-04-17,813,R1,True,CREDIT_BUREAU
CUST-100237,2025-04-03,2025-04-17,637,R5,True,CREDIT_BUREAU
CUST-106406,2025-04-03,2025-04-17,719,R3,True,CREDIT_BUREAU
CUST-107126,2025-04-03,2025-04-17,725,R3,True,CREDIT_BUREAU
CUST-105874,2025-04-03,2025-04-17,751,R2,True,CREDIT_BUREAU
CUST-102559,2025-04-03,2025-04-17,616,R6,True,CREDIT_BUREAU
CUST-106824,2025-04-03,2025-04-17,713,R3,True,CREDIT_BUREAU
CUST-103828,2025-04-03,2025-04-17,690,R4,True,CREDIT_BUREAU
CUST-105883,2025-04-03,2025-04-17,683,R4,True,CREDIT_BUREAU
CUST-106744,2025-04-03,2025-04-17,808,R1,True,CREDIT_BUREAU
