ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700000,LN-500011,CUST-107344,CTC-60000009,COL-1019,2025-01-21,2025-01-31,50.0,Partial,24.09,2025-01-31
PTP-700020,LN-500327,CUST-103794,CTC-60000174,COL-1067,2025-01-21,2025-01-29,50.0,Broken,0.0,
PTP-700317,LN-506147,CUST-103942,CTC-60003098,COL-1078,2025-01-21,2025-01-31,72.41,Kept,72.41,2025-01-21
PTP-700531,LN-510012,CUST-103419,CTC-60005080,COL-1053,2025-01-21,2025-01-23,71.35,Kept,71.35,2025-01-25
PTP-700799,LN-507388,CUST-105322,CTC-60007754,COL-1074,2025-01-21,2025-01-25,170.22,Kept,170.22,2025-01-21
PTP-701134,LN-507868,CUST-101659,CTC-60011142,COL-1036,2025-01-21,2025-01-25,291.58,Kept,291.58,2025-01-23
PTP-701369,LN-503167,CUST-100448,CTC-60013392,COL-1039,2025-01-21,2025-01-25,712.22,Kept,712.22,2025-01-24
PTP-701407,LN-503729,CUST-104601,CTC-60013819,COL-1093,2025-01-21,2025-01-29,847.07,Partial,281.72,2025-01-29
PTP-701457,LN-504327,CUST-103488,CTC-60014218,COL-1039,2025-01-21,2025-01-24,787.59,Broken,0.0,
PTP-701560,LN-506220,CUST-100063,CTC-60015245,COL-1057,2025-01-21,2025-02-04,1768.07,Kept,1768.07,2025-02-02
PTP-701595,LN-506638,CUST-105308,CTC-60015520,COL-1092,2025-01-21,2025-01-23,1537.14,Partial,676.12,2025-01-23
