loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500530,APP-200564,CUST-104635,HELOC,HELOC Standard,2024-03-25,2024-03-27,73174.31,0.076,96,True,Real Estate,24,R3,LOAN_SERVICING
LN-500641,APP-200686,CUST-103429,Auto,Auto Standard,2024-03-25,2024-03-27,37345.67,0.0493,46,True,Vehicle,20,R5,LOAN_SERVICING
LN-501185,APP-201270,CUST-103789,Auto,Auto Standard,2024-03-25,2024-03-27,21397.73,0.0855,49,True,Vehicle,9,R6,LOAN_SERVICING
LN-501383,APP-201486,CUST-106747,Personal,Personal Standard,2024-03-25,2024-03-26,12522.49,0.141,40,False,None,2,R6,LOAN_SERVICING
LN-501873,APP-202024,CUST-104297,Mortgage,Mortgage Standard,2024-03-25,2024-03-25,140440.67,0.0578,323,True,Real Estate,4,R5,LOAN_SERVICING
LN-502416,APP-202611,CUST-103143,Personal,Personal Standard,2024-03-25,2024-03-27,16699.24,0.0836,40,False,None,6,R6,LOAN_SERVICING
LN-502812,APP-203043,CUST-102216,Auto,Auto Standard,2024-03-25,2024-03-26,16523.82,0.061,41,True,Vehicle,12,R2,LOAN_SERVICING
LN-502913,APP-203153,CUST-101238,HELOC,HELOC Standard,2024-03-25,2024-03-27,76955.51,0.0608,154,True,Real Estate,11,R6,LOAN_SERVICING
LN-503399,APP-203686,CUST-106178,HELOC,HELOC Standard,2024-03-25,2024-03-26,120658.43,0.0776,98,True,Real Estate,17,R1,LOAN_SERVICING
LN-503915,APP-204245,CUST-100333,Auto,Auto Standard,2024-03-25,2024-03-25,15907.6,0.0477,45,True,Vehicle,28,R2,LOAN_SERVICING
LN-504272,APP-204634,CUST-102092,Personal,Personal Standard,2024-03-25,2024-03-25,12509.65,0.2079,51,False,None,12,R2,LOAN_SERVICING
LN-504916,APP-205330,CUST-106883,Personal,Personal Standard,2024-03-25,2024-03-27,28027.23,0.1957,50,False,None,15,R1,LOAN_SERVICING
LN-505165,APP-205613,CUST-105755,HELOC,HELOC Standard,2024-03-25,2024-03-25,58386.05,0.0646,128,True,Real Estate,23,R3,LOAN_SERVICING
LN-505831,APP-206337,CUST-105330,Personal,Personal Standard,2024-03-25,2024-03-27,31501.51,0.106,20,False,None,28,R4,LOAN_SERVICING
LN-505834,APP-206341,CUST-104529,Personal,Personal Standard,2024-03-25,2024-03-27,17959.26,0.089,46,False,None,6,R2,LOAN_SERVICING
LN-506137,APP-206666,CUST-102660,Credit Card,Credit Card Standard,2024-03-25,2024-03-25,18481.23,0.1549,0,False,None,2,R1,LOAN_SERVICING
LN-506296,APP-206840,CUST-103778,Personal,Personal Standard,2024-03-25,2024-03-26,15425.31,0.1448,58,False,None,13,R3,LOAN_SERVICING
LN-506368,APP-206928,CUST-105233,Auto,Auto Standard,2024-03-25,2024-03-25,26354.9,0.0866,54,True,Vehicle,2,R7,LOAN_SERVICING
LN-507346,APP-207976,CUST-106750,Auto,Auto Standard,2024-03-25,2024-03-27,25950.5,0.0592,44,True,Vehicle,19,R4,LOAN_SERVICING
LN-507732,APP-208391,CUST-105651,Personal,Personal Standard,2024-03-25,2024-03-25,7518.88,0.1164,28,False,None,28,R5,LOAN_SERVICING
LN-507899,APP-208567,CUST-102292,Auto,Auto Standard,2024-03-25,2024-03-25,18655.24,0.08,53,True,Vehicle,18,R3,LOAN_SERVICING
LN-507920,APP-208591,CUST-105519,Personal,Personal Standard,2024-03-25,2024-03-26,15256.43,0.1863,56,False,None,5,R5,LOAN_SERVICING
LN-509572,APP-210380,CUST-102048,Auto,Auto Standard,2024-03-25,2024-03-26,42864.27,0.1025,40,True,Vehicle,27,R7,LOAN_SERVICING
