ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700412,LN-507959,CUST-104537,CTC-60004019,COL-1044,2025-01-25,2025-02-07,50.0,Partial,16.19,2025-02-07
PTP-700883,LN-509544,CUST-100344,CTC-60008593,COL-1080,2025-01-25,2025-02-07,147.29,Broken,0.0,
PTP-701097,LN-506243,CUST-100103,CTC-60010743,COL-1077,2025-01-25,2025-02-07,280.9,Broken,0.0,
PTP-701243,LN-500764,CUST-103651,CTC-60012192,COL-1064,2025-01-25,2025-02-06,473.67,Broken,0.0,
PTP-701247,LN-500818,CUST-104587,CTC-60012215,COL-1094,2025-01-25,2025-02-05,1188.29,Kept,1188.29,2025-02-03
PTP-701269,LN-501288,CUST-104918,CTC-60012425,COL-1109,2025-01-25,2025-01-27,443.36,Kept,443.36,2025-01-29
PTP-701310,LN-501892,CUST-107465,CTC-60012830,COL-1009,2025-01-25,2025-01-30,662.67,Kept,662.67,2025-01-30
PTP-701356,LN-502853,CUST-101051,CTC-60013276,COL-1093,2025-01-25,2025-02-06,632.63,Broken,0.0,
PTP-701377,LN-503210,CUST-106724,CTC-60013439,COL-1091,2025-01-25,2025-01-29,734.68,Kept,734.68,2025-01-28
PTP-701615,LN-507018,CUST-105535,CTC-60015749,COL-1091,2025-01-25,2025-02-05,1241.04,Kept,1241.04,2025-02-06
