application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200118,CUST-103856,Auto,40595.74,R4,2024-01-06,Declined,2024-01-08,RISK_ENGINE
APP-200611,CUST-107873,Auto,23615.12,R2,2024-01-06,Approved,2024-01-10,RISK_ENGINE
APP-200702,CUST-101293,Credit Card,5363.47,R4,2024-01-06,Declined,2024-01-08,RISK_ENGINE
APP-201148,CUST-104392,Credit Card,12995.74,R4,2024-01-06,Approved,2024-01-07,RISK_ENGINE
APP-202233,CUST-101462,Auto,17158.08,R4,2024-01-06,Declined,2024-01-08,RISK_ENGINE
APP-202405,CUST-104665,Credit Card,23786.48,R2,2024-01-06,Approved,2024-01-10,RISK_ENGINE
APP-202428,CUST-107200,Auto,26387.4,R2,2024-01-06,Approved,2024-01-07,RISK_ENGINE
APP-202993,CUST-107611,Personal,3936.04,R4,2024-01-06,Approved,2024-01-07,RISK_ENGINE
APP-203624,CUST-104733,Personal,30497.6,R1,2024-01-06,Declined,2024-01-07,RISK_ENGINE
APP-204004,CUST-102711,Auto,32157.16,R6,2024-01-06,Approved,2024-01-10,RISK_ENGINE
APP-204142,CUST-101665,Personal,8164.07,R6,2024-01-06,Approved,2024-01-10,RISK_ENGINE
APP-204147,CUST-107188,Personal,25215.57,R3,2024-01-06,Approved,2024-01-09,RISK_ENGINE
APP-204353,CUST-103945,Auto,14142.11,R4,2024-01-06,Approved,2024-01-07,RISK_ENGINE
APP-204540,CUST-105755,Credit Card,16080.15,R3,2024-01-06,Approved,2024-01-08,RISK_ENGINE
APP-205746,CUST-107357,Auto,37477.49,R3,2024-01-06,Approved,2024-01-09,RISK_ENGINE
APP-206022,CUST-107939,Personal,26153.03,R3,2024-01-06,Declined,2024-01-10,RISK_ENGINE
APP-207631,CUST-106016,Auto,39068.04,R2,2024-01-06,Approved,2024-01-09,RISK_ENGINE
APP-207684,CUST-107857,HELOC,133501.62,R5,2024-01-06,Approved,2024-01-10,RISK_ENGINE
APP-209493,CUST-100955,Auto,53027.43,R4,2024-01-06,Approved,2024-01-09,RISK_ENGINE
APP-210628,CUST-105731,Personal,17580.23,R4,2024-01-06,Approved,2024-01-10,RISK_ENGINE
