payment_id,loan_id,customer_id,payment_date,payment_amount,scheduled_amount,payment_type,payment_method,payment_status,is_reversal_flag,nsf_flag,original_payment_id,effective_date,ingestion_date,is_late_arrival,is_corrupt_record
PMT-9006712,LN-506404,CUST-102349,2025-02-01,180.7,0.0,Extra,Debit Card,Posted,False,False,,2025-02-01,2025-02-08,True,False
PMT-9006781,LN-502137,CUST-105849,2025-02-01,797.41,797.41,Scheduled,Check,Posted,False,False,,2025-02-01,2025-02-08,True,False
PMT-9006971,LN-500270,CUST-103325,2025-02-02,467.1,467.1,Scheduled,Cash,Posted,False,False,,2025-02-02,2025-02-08,True,False
PMT-9007194,LN-507930,CUST-102137,2025-02-02,896.27,896.27,Scheduled,Check,Posted,False,False,,2025-02-02,2025-02-08,True,False
PMT-9007217,LN-501983,CUST-102867,2025-02-03,1136.21,1136.21,Scheduled,Check,Posted,False,False,,2025-02-03,2025-02-08,True,False
PMT-9007718,LN-505115,CUST-105939,2025-02-04,435.02,435.02,Scheduled,Debit Card,Posted,False,False,,2025-02-04,2025-02-08,True,False
PMT-9008028,LN-507381,CUST-102854,2025-02-05,652.36,652.36,Scheduled,Check,Posted,False,False,,2025-02-05,2025-02-08,True,False
PMT-9008048,LN-500092,CUST-102555,2025-02-06,710.31,710.31,Scheduled,ACH,Posted,False,False,,2025-02-06,2025-02-08,True,False
PMT-9008553,LN-502038,CUST-100919,2025-02-08,442.17,442.17,Scheduled,Debit Card,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008554,LN-509996,CUST-107608,2025-02-08,704.03,704.03,Scheduled,ACH,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008555,LN-504715,CUST-105619,2025-02-08,685.91,685.91,Scheduled,ACH,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008556,LN-506627,CUST-107297,2025-02-08,1019.43,1019.43,Scheduled,ACH,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008557,LN-508870,CUST-105333,2025-02-08,30.8,0.0,Extra,Debit Card,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008558,LN-507601,CUST-107391,2025-02-08,603.9,603.9,Scheduled,ACH,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008559,LN-504795,CUST-100706,2025-02-08,907.57,907.57,Scheduled,Check,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008560,LN-510013,CUST-103530,2025-02-08,547.78,547.78,Scheduled,Debit Card,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008561,LN-502499,CUST-100599,2025-02-08,315.84,315.84,Scheduled,ACH,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008562,LN-500663,CUST-105273,2025-02-08,906.31,906.31,Scheduled,ACH,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008563,LN-502624,CUST-105508,2025-02-08,999.11,999.11,Scheduled,ACH,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008564,LN-505756,CUST-107292,2025-02-08,72.78,0.0,Extra,ACH,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008565,LN-503746,CUST-101536,2025-02-08,1366.56,1366.56,Scheduled,Cash,Posted,False,False,,2025-02-08,2025-02-08,False,False
PMT-9008566,LN-504724,CUST-100192,2025-02-08,412.37,412.37,Scheduled,ACH,Posted,False,False,,2025-02-08,2025-02-08,False,False
