ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700141,LN-502745,CUST-101009,CTC-60001402,COL-1089,2025-06-12,2025-06-25,50.0,Broken,0.0,
PTP-700360,LN-506937,CUST-102658,CTC-60003513,COL-1114,2025-06-12,2025-06-15,139.88,Kept,139.88,2025-06-16
PTP-700473,LN-509146,CUST-102818,CTC-60004586,COL-1019,2025-06-12,2025-06-22,159.57,Broken,0.0,
PTP-700479,LN-509220,CUST-107191,CTC-60004619,COL-1073,2025-06-12,2025-06-15,153.93,Kept,153.93,2025-06-15
PTP-700627,LN-502367,CUST-101512,CTC-60005978,COL-1074,2025-06-12,2025-06-23,168.89,Broken,0.0,
PTP-700689,LN-503988,CUST-100229,CTC-60006600,COL-1009,2025-06-12,2025-06-26,473.02,Kept,473.02,2025-06-14
PTP-701008,LN-503342,CUST-107133,CTC-60009849,COL-1078,2025-06-12,2025-06-20,365.11,Broken,0.0,
PTP-701027,LN-503850,CUST-107105,CTC-60010016,COL-1053,2025-06-12,2025-06-23,364.39,Kept,364.39,2025-06-21
PTP-701034,LN-504297,CUST-104032,CTC-60010186,COL-1107,2025-06-12,2025-06-16,754.17,Kept,754.17,2025-06-16
PTP-701048,LN-504649,CUST-107477,CTC-60010295,COL-1042,2025-06-12,2025-06-16,324.37,Partial,128.61,2025-06-16
PTP-701065,LN-505394,CUST-103114,CTC-60010508,COL-1078,2025-06-12,2025-06-14,295.49,Kept,295.49,2025-06-12
PTP-701340,LN-502427,CUST-105482,CTC-60013108,COL-1088,2025-06-12,2025-06-23,639.67,Broken,0.0,
PTP-701473,LN-504650,CUST-100551,CTC-60014439,COL-1005,2025-06-12,2025-06-15,575.73,Partial,122.79,2025-06-15
PTP-701522,LN-505286,CUST-101959,CTC-60014838,COL-1082,2025-06-12,2025-06-14,848.46,Kept,848.46,2025-06-12
PTP-701647,LN-507684,CUST-103321,CTC-60016092,COL-1036,2025-06-12,2025-06-26,366.59,Kept,366.59,2025-06-16
PTP-701810,LN-509794,CUST-100369,CTC-60017642,COL-1034,2025-06-12,2025-06-25,501.06,Kept,501.06,2025-06-24
