loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-500134,APP-200143,CUST-107347,Credit Card,Credit Card Standard,2025-01-05,2025-01-07,3266.7,0.1572,0,False,None,12,R1,LOAN_SERVICING
LN-501819,APP-201966,CUST-104716,Auto,Auto Standard,2025-01-05,2025-01-07,19602.9,0.1001,48,True,Vehicle,19,R3,LOAN_SERVICING
LN-501881,APP-202032,CUST-104091,Auto,Auto Standard,2025-01-05,2025-01-07,13604.68,0.0879,60,True,Vehicle,12,R4,LOAN_SERVICING
LN-501999,APP-202160,CUST-101490,Auto,Auto Standard,2025-01-05,2025-01-05,13057.84,0.0762,38,True,Vehicle,8,R3,LOAN_SERVICING
LN-504246,APP-204608,CUST-102525,Credit Card,Credit Card Standard,2025-01-05,2025-01-07,23435.82,0.1826,0,False,None,22,R4,LOAN_SERVICING
LN-505224,APP-205676,CUST-100127,Auto,Auto Standard,2025-01-05,2025-01-05,45362.94,0.0518,53,True,Vehicle,5,R4,LOAN_SERVICING
LN-506496,APP-207065,CUST-107814,Personal,Personal Standard,2025-01-05,2025-01-06,11198.15,0.1962,49,False,None,10,R5,LOAN_SERVICING
LN-506544,APP-207114,CUST-101010,Auto,Auto Standard,2025-01-05,2025-01-06,22307.9,0.0561,62,True,Vehicle,2,R1,LOAN_SERVICING
LN-507033,APP-207632,CUST-102346,Auto,Auto Standard,2025-01-05,2025-01-05,51713.84,0.0713,42,True,Vehicle,2,R4,LOAN_SERVICING
LN-507747,APP-208406,CUST-105597,Auto,Auto Standard,2025-01-05,2025-01-06,10522.79,0.0623,64,True,Vehicle,13,R3,LOAN_SERVICING
LN-507790,APP-208453,CUST-107510,Auto,Auto Standard,2025-01-05,2025-01-06,22591.23,0.0673,41,True,Vehicle,4,R5,LOAN_SERVICING
LN-508901,APP-209652,CUST-100670,Auto,Auto Standard,2025-01-05,2025-01-06,45402.01,0.0601,46,True,Vehicle,13,R2,LOAN_SERVICING
LN-509607,APP-210419,CUST-104114,Auto,Auto Standard,2025-01-05,2025-01-07,45717.1,0.0649,58,True,Vehicle,11,R4,LOAN_SERVICING
