contact_id,loan_id,customer_id,contact_date,collector_ref_id,channel_code,contact_direction,contact_outcome,is_rpc_flag,call_duration_seconds,complaint_flag,source_system,is_corrupt_record
CTC-60000231,LN-500383,CUST-101274,2025-06-01,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000745,LN-501392,CUST-103655,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60000963,LN-501847,CUST-105058,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001209,LN-502399,CUST-104342,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001212,LN-502401,CUST-102661,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001356,LN-502663,CUST-106510,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60001527,LN-502994,CUST-100556,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002023,LN-503970,CUST-107311,2025-06-01,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002075,LN-504095,CUST-105945,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002812,LN-505497,CUST-101177,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60002894,LN-505769,CUST-100448,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003012,LN-505952,CUST-101007,2025-06-01,,EMAIL,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60003046,LN-506041,CUST-102853,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003267,LN-506487,CUST-102116,2025-06-01,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003397,LN-506722,CUST-106235,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003495,LN-506917,CUST-105611,2025-06-01,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003606,LN-507111,CUST-104512,2025-06-01,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003623,LN-507147,CUST-105530,2025-06-01,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003643,LN-507225,CUST-102739,2025-06-01,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003681,LN-507282,CUST-100204,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60003820,LN-507569,CUST-104189,2025-06-01,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004004,LN-507924,CUST-102519,2025-06-01,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004126,LN-508180,CUST-105605,2025-06-01,,EMAIL,Outbound,Undeliverable,False,,False,COLLECTIONS_PLATFORM,False
CTC-60004216,LN-508360,CUST-103058,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60004729,LN-509456,CUST-104427,2025-06-01,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005101,LN-500026,CUST-106068,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005262,LN-500439,CUST-106696,2025-06-01,,LETTER,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005436,LN-500993,CUST-100047,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005652,LN-501554,CUST-101835,2025-06-01,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60005758,LN-501719,CUST-105415,2025-06-01,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006162,LN-502826,CUST-101352,2025-06-01,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006648,LN-504137,CUST-107846,2025-06-01,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006796,LN-504448,CUST-107831,2025-06-01,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60006998,LN-505144,CUST-101294,2025-06-01,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60007422,LN-506493,CUST-102433,2025-06-01,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60007790,LN-507496,CUST-100633,2025-06-01,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008010,LN-507994,CUST-100168,2025-06-01,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008261,LN-508646,CUST-100612,2025-06-01,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60008461,LN-509195,CUST-107685,2025-06-01,,EMAIL,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60009842,LN-503313,CUST-107019,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60009948,LN-503692,CUST-103570,2025-06-01,,SMS,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
CTC-60010013,LN-503850,CUST-107105,2025-06-01,,IVR,Outbound,Delivered,True,,False,COLLECTIONS_PLATFORM,False
