loan_id,application_id,primary_customer_id,loan_type,loan_sub_product,origination_date,disbursement_date,origination_amount,interest_rate,loan_term_months,is_secured_flag,collateral_type,due_day_of_month,risk_band_code,source_system
LN-501037,APP-201108,CUST-107481,Auto,Auto Standard,2024-12-03,2024-12-04,43875.87,0.0647,64,True,Vehicle,8,R6,LOAN_SERVICING
LN-501104,APP-201181,CUST-107179,Auto,Auto Standard,2024-12-03,2024-12-05,24163.92,0.0771,46,True,Vehicle,21,R4,LOAN_SERVICING
LN-501160,APP-201241,CUST-104316,Auto,Auto Standard,2024-12-03,2024-12-03,11514.77,0.1009,70,True,Vehicle,1,R1,LOAN_SERVICING
LN-501195,APP-201281,CUST-104846,Personal,Personal Standard,2024-12-03,2024-12-04,15826.04,0.1387,32,False,None,26,R3,LOAN_SERVICING
LN-501822,APP-201969,CUST-105486,Credit Card,Credit Card Standard,2024-12-03,2024-12-03,10450.96,0.2182,0,False,None,3,R5,LOAN_SERVICING
LN-502201,APP-202380,CUST-105139,Credit Card,Credit Card Standard,2024-12-03,2024-12-04,24344.75,0.2528,0,False,None,18,R2,LOAN_SERVICING
LN-502670,APP-202894,CUST-103367,Credit Card,Credit Card Standard,2024-12-03,2024-12-04,14667.64,0.2582,0,False,None,6,R3,LOAN_SERVICING
LN-503195,APP-203464,CUST-104977,Personal,Personal Standard,2024-12-03,2024-12-05,11457.3,0.0843,33,False,None,16,R1,LOAN_SERVICING
LN-503228,APP-203499,CUST-106175,Personal,Personal Standard,2024-12-03,2024-12-04,4333.35,0.1201,41,False,None,13,R3,LOAN_SERVICING
LN-503718,APP-204029,CUST-106059,Auto,Auto Standard,2024-12-03,2024-12-03,27010.4,0.0719,51,True,Vehicle,21,R3,LOAN_SERVICING
LN-503811,APP-204129,CUST-101979,Credit Card,Credit Card Standard,2024-12-03,2024-12-05,19592.54,0.2258,0,False,None,6,R6,LOAN_SERVICING
LN-503845,APP-204170,CUST-105694,Auto,Auto Standard,2024-12-03,2024-12-05,14359.5,0.0943,45,True,Vehicle,14,R3,LOAN_SERVICING
LN-505602,APP-206089,CUST-105131,Personal,Personal Standard,2024-12-03,2024-12-05,18900.96,0.152,51,False,None,20,R3,LOAN_SERVICING
LN-506328,APP-206879,CUST-107396,Auto,Auto Standard,2024-12-03,2024-12-05,48278.98,0.0914,54,True,Vehicle,13,R6,LOAN_SERVICING
LN-507284,APP-207906,CUST-101075,Personal,Personal Standard,2024-12-03,2024-12-04,5539.07,0.2017,31,False,None,25,R7,LOAN_SERVICING
LN-507384,APP-208016,CUST-100320,Auto,Auto Standard,2024-12-03,2024-12-05,33198.85,0.0799,72,True,Vehicle,19,R7,LOAN_SERVICING
LN-507402,APP-208037,CUST-105591,Auto,Auto Standard,2024-12-03,2024-12-03,20098.91,0.0868,47,True,Vehicle,5,R2,LOAN_SERVICING
LN-508282,APP-208981,CUST-100081,Personal,Personal Standard,2024-12-03,2024-12-03,6379.18,0.1609,36,False,None,15,R1,LOAN_SERVICING
LN-509705,APP-210530,CUST-103333,Auto,Auto Standard,2024-12-03,2024-12-04,35558.01,0.1048,39,True,Vehicle,5,R2,LOAN_SERVICING
LN-509859,APP-210697,CUST-106698,Personal,Personal Standard,2024-12-03,2024-12-05,29205.93,0.1003,29,False,None,18,R4,LOAN_SERVICING
