loan_id,customer_id,snapshot_date,bucket_index,dpd,restructured_flag,fraud_flag,outstanding_balance,delinquency_bucket,loan_purpose_code
LN-500000,CUST-107530,2025-05-17,0,0,False,False,33593.860000000015,Current,DEBT_CONSOLIDATION
LN-500001,CUST-104707,2025-05-17,0,0,False,False,12117.852500000005,Current,DEBT_CONSOLIDATION
LN-500002,CUST-106152,2025-05-17,0,0,False,False,15202.285,Current,DEBT_CONSOLIDATION
LN-500003,CUST-104109,2025-05-17,0,0,False,False,35802.1725,Current,DEBT_CONSOLIDATION
LN-500004,CUST-105507,2025-05-17,0,0,False,False,17444.687500000004,Current,DEBT_CONSOLIDATION
LN-500005,CUST-104278,2025-05-17,0,0,False,False,37053.16,Current,DEBT_CONSOLIDATION
LN-500006,CUST-104241,2025-05-17,1,30,False,False,16292.795000000006,1-29,DEBT_CONSOLIDATION
LN-500007,CUST-107789,2025-05-17,0,0,False,False,16841.54,Current,DEBT_CONSOLIDATION
LN-500009,CUST-104996,2025-05-17,0,0,False,False,40421.15999999999,Current,DEBT_CONSOLIDATION
LN-500010,CUST-103092,2025-05-17,0,0,False,False,10548.394999999999,Current,DEBT_CONSOLIDATION
LN-500011,CUST-107344,2025-05-17,0,0,False,False,23999.530000000013,Current,DEBT_CONSOLIDATION
LN-500012,CUST-102210,2025-05-17,0,0,False,False,3334.9849999999997,Current,DEBT_CONSOLIDATION
LN-500013,CUST-104867,2025-05-17,0,0,False,False,5056.2699999999995,Current,DEBT_CONSOLIDATION
LN-500014,CUST-107938,2025-05-17,0,0,False,False,5054.450000000005,Current,DEBT_CONSOLIDATION
LN-500015,CUST-105329,2025-05-17,0,0,False,False,10457.359999999993,Current,DEBT_CONSOLIDATION
LN-500016,CUST-103631,2025-05-17,0,0,False,False,7648.615000000003,Current,DEBT_CONSOLIDATION
LN-500019,CUST-105349,2025-05-17,4,96,False,False,5310.782500000001,90+,DEBT_CONSOLIDATION
LN-500020,CUST-103961,2025-05-17,0,0,False,False,28985.9525,Current,DEBT_CONSOLIDATION
LN-500021,CUST-100216,2025-05-17,0,0,False,False,8767.427499999994,Current,DEBT_CONSOLIDATION
LN-500022,CUST-102541,2025-05-17,0,0,False,False,10681.429999999993,Current,DEBT_CONSOLIDATION
LN-500023,CUST-101789,2025-05-17,0,0,False,False,46636.7,Current,DEBT_CONSOLIDATION
LN-500024,CUST-106375,2025-05-17,0,0,False,False,9116.205000000002,Current,DEBT_CONSOLIDATION
LN-500025,CUST-102800,2025-05-17,0,0,False,False,3398.1425,Current,DEBT_CONSOLIDATION
LN-500026,CUST-106068,2025-05-17,2,42,False,False,24486.22,30-59,DEBT_CONSOLIDATION
LN-500027,CUST-103608,2025-05-17,0,0,False,False,18219.999999999996,Current,DEBT_CONSOLIDATION
LN-500028,CUST-105200,2025-05-17,0,0,False,False,4541.13,Current,DEBT_CONSOLIDATION
LN-500029,CUST-102872,2025-05-17,0,0,False,False,2212.202500000001,Current,DEBT_CONSOLIDATION
LN-500030,CUST-104122,2025-05-17,0,0,False,False,14869.787500000004,Current,DEBT_CONSOLIDATION
LN-500031,CUST-105559,2025-05-17,0,0,False,False,15746.739999999994,Current,DEBT_CONSOLIDATION
LN-500032,CUST-100299,2025-05-17,0,0,False,False,12576.154999999999,Current,DEBT_CONSOLIDATION
LN-500033,CUST-101498,2025-05-17,0,0,False,False,8038.714999999998,Current,DEBT_CONSOLIDATION
LN-500035,CUST-101844,2025-05-17,0,0,False,False,16023.82499999998,Current,DEBT_CONSOLIDATION
LN-500036,CUST-107229,2025-05-17,0,0,False,False,50900.26250000001,Current,DEBT_CONSOLIDATION
LN-500037,CUST-106505,2025-05-17,0,0,False,False,2531.8525,Current,DEBT_CONSOLIDATION
LN-500038,CUST-100918,2025-05-17,0,0,False,False,2644.1199999999985,Current,DEBT_CONSOLIDATION
LN-500039,CUST-100339,2025-05-17,0,0,False,False,21053.542499999996,Current,DEBT_CONSOLIDATION
