ptp_id,loan_id,customer_id,contact_id,collector_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700112,LN-502141,CUST-102073,CTC-60001095,COL-1070,2025-01-18,2025-01-24,50.0,Broken,0.0,
PTP-700186,LN-503498,CUST-107580,CTC-60001788,COL-1020,2025-01-18,2025-01-23,67.51,Kept,67.51,2025-01-22
PTP-700206,LN-503995,CUST-105765,CTC-60002037,COL-1020,2025-01-18,2025-01-27,132.29,Kept,132.29,2025-01-26
PTP-700469,LN-509049,CUST-101560,CTC-60004529,COL-1025,2025-01-18,2025-02-01,192.35,Kept,192.35,2025-01-30
PTP-701128,LN-507627,CUST-105564,CTC-60011080,COL-1051,2025-01-18,2025-01-28,476.54,Broken,0.0,
PTP-701192,LN-509639,CUST-100827,CTC-60011709,COL-1026,2025-01-18,2025-01-20,380.09,Broken,0.0,
PTP-701376,LN-503210,CUST-106724,CTC-60013437,COL-1083,2025-01-18,2025-01-30,621.54,Kept,621.54,2025-01-28
PTP-701613,LN-507018,CUST-105535,CTC-60015747,COL-1109,2025-01-18,2025-01-31,821.44,Kept,821.44,2025-01-27
PTP-701715,LN-508370,CUST-107685,CTC-60016811,COL-1108,2025-01-18,2025-01-21,1530.4,Kept,1530.4,2025-01-20
PTP-701749,LN-508944,CUST-101070,CTC-60017101,COL-1084,2025-01-18,2025-01-25,1102.69,Kept,1102.69,2025-01-20
