application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200090,CUST-100431,Auto,41176.67,R1,2025-01-25,Approved,2025-01-26,RISK_ENGINE
APP-200107,CUST-107675,Personal,7518.71,R3,2025-01-25,Approved,2025-01-26,RISK_ENGINE
APP-200532,CUST-104067,Personal,11322.45,R6,2025-01-25,Approved,2025-01-28,RISK_ENGINE
APP-201435,CUST-105121,Mortgage,345453.7,R7,2025-01-25,Approved,2025-01-27,RISK_ENGINE
APP-201483,CUST-106650,HELOC,149882.72,R2,2025-01-25,Approved,2025-01-28,RISK_ENGINE
APP-202182,CUST-107401,Auto,39301.27,R4,2025-01-25,Approved,2025-01-26,RISK_ENGINE
APP-203651,CUST-100345,Mortgage,556752.64,R6,2025-01-25,Approved,2025-01-29,RISK_ENGINE
APP-203753,CUST-104158,Auto,54867.69,R6,2025-01-25,Approved,2025-01-29,RISK_ENGINE
APP-204162,CUST-101564,Auto,54492.58,R5,2025-01-25,Approved,2025-01-27,RISK_ENGINE
APP-205230,CUST-107110,Auto,16473.5,R5,2025-01-25,Approved,2025-01-29,RISK_ENGINE
APP-205338,CUST-100681,Personal,24456.22,R3,2025-01-25,Declined,2025-01-29,RISK_ENGINE
APP-206277,CUST-100341,Credit Card,10165.55,R1,2025-01-25,Approved,2025-01-28,RISK_ENGINE
APP-206401,CUST-102115,HELOC,96512.48,R4,2025-01-25,Approved,2025-01-29,RISK_ENGINE
APP-206453,CUST-100431,Personal,26110.97,R4,2025-01-25,Approved,2025-01-28,RISK_ENGINE
APP-207127,CUST-103280,Auto,44077.87,R2,2025-01-25,Approved,2025-01-29,RISK_ENGINE
APP-207480,CUST-101362,Credit Card,22625.59,R2,2025-01-25,Approved,2025-01-26,RISK_ENGINE
APP-207823,CUST-101198,Auto,23400.04,R4,2025-01-25,Approved,2025-01-29,RISK_ENGINE
APP-208728,CUST-106818,Personal,19974.31,R1,2025-01-25,Approved,2025-01-28,RISK_ENGINE
APP-210394,CUST-105744,Personal,29270.29,R3,2025-01-25,Approved,2025-01-27,RISK_ENGINE
