application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200201,CUST-101438,HELOC,46650.6,R2,2024-08-25,Approved,2024-08-27,RISK_ENGINE
APP-200393,CUST-107932,Auto,9194.23,R5,2024-08-25,Approved,2024-08-26,RISK_ENGINE
APP-201106,CUST-104337,Credit Card,2425.0,R3,2024-08-25,Approved,2024-08-28,RISK_ENGINE
APP-202734,CUST-104921,Auto,30625.35,R4,2024-08-25,Approved,2024-08-26,RISK_ENGINE
APP-202960,CUST-101343,Personal,19108.31,R4,2024-08-25,Approved,2024-08-29,RISK_ENGINE
APP-202999,CUST-103914,HELOC,131179.99,R3,2024-08-25,Approved,2024-08-27,RISK_ENGINE
APP-203168,CUST-101680,Auto,47804.13,R3,2024-08-25,Approved,2024-08-26,RISK_ENGINE
APP-203225,CUST-105151,Personal,26576.63,R3,2024-08-25,Approved,2024-08-28,RISK_ENGINE
APP-204712,CUST-107757,Credit Card,24116.02,R3,2024-08-25,Approved,2024-08-29,RISK_ENGINE
APP-204976,CUST-100717,HELOC,15024.66,R6,2024-08-25,Approved,2024-08-29,RISK_ENGINE
APP-205875,CUST-101060,Personal,2022.37,R4,2024-08-25,Approved,2024-08-29,RISK_ENGINE
APP-205908,CUST-105365,Auto,51343.66,R5,2024-08-25,Approved,2024-08-29,RISK_ENGINE
APP-206438,CUST-104585,Personal,28734.75,R4,2024-08-25,Approved,2024-08-26,RISK_ENGINE
APP-207085,CUST-100946,Personal,17389.8,R3,2024-08-25,Approved,2024-08-28,RISK_ENGINE
APP-207390,CUST-103206,Personal,25975.08,R3,2024-08-25,Approved,2024-08-28,RISK_ENGINE
APP-207767,CUST-106219,Personal,5353.96,R4,2024-08-25,Approved,2024-08-29,RISK_ENGINE
APP-208768,CUST-105282,Personal,16090.89,R4,2024-08-25,Approved,2024-08-27,RISK_ENGINE
APP-208827,CUST-107202,Credit Card,24677.34,R2,2024-08-25,Approved,2024-08-28,RISK_ENGINE
APP-209485,CUST-107688,Auto,21112.97,R4,2024-08-25,Approved,2024-08-26,RISK_ENGINE
