ptp_id,loan_id,customer_id,contact_id,collector_ref_id,ptp_created_date,ptp_promised_date,ptp_amount,ptp_status,amount_paid_against_ptp,fulfillment_date
PTP-700103,LN-501946,CUST-101806,CTC-60001016,COL-1056,2025-06-28,2025-07-04,50.0,Kept,50.0,2025-07-02
PTP-700124,LN-502531,CUST-104229,CTC-60001262,COL-1090,2025-06-28,2025-07-04,103.46,Partial,57.82,2025-07-04
PTP-700157,LN-503029,CUST-104708,CTC-60001558,COL-1096,2025-06-28,2025-07-12,50.0,Partial,16.21,2025-07-12
PTP-700264,LN-505131,CUST-107515,CTC-60002615,COL-1019,2025-06-28,2025-07-01,50.0,Kept,50.0,2025-07-03
PTP-700269,LN-505155,CUST-104136,CTC-60002636,COL-1028,2025-06-28,2025-07-08,110.91,Broken,0.0,
PTP-700714,LN-504850,CUST-106557,CTC-60006919,COL-1050,2025-06-28,2025-07-03,441.91,Kept,441.91,2025-07-01
PTP-700823,LN-508021,CUST-105872,CTC-60008037,COL-1001,2025-06-28,2025-07-09,301.96,Partial,79.38,2025-07-09
PTP-700920,LN-500439,CUST-106696,CTC-60009011,COL-1077,2025-06-28,2025-06-30,649.0,Kept,649.0,2025-06-29
PTP-701266,LN-501122,CUST-105908,CTC-60012364,COL-1065,2025-06-28,2025-07-08,890.97,Kept,890.97,2025-07-04
PTP-701338,LN-502382,CUST-100423,CTC-60013092,COL-1039,2025-06-28,2025-07-08,559.1,Partial,296.98,2025-07-08
PTP-701572,LN-506309,CUST-103247,CTC-60015368,COL-1065,2025-06-28,2025-06-30,779.33,Kept,779.33,2025-06-28
PTP-701802,LN-509683,CUST-102576,CTC-60017555,COL-1092,2025-06-28,2025-07-03,1413.69,Kept,1413.69,2025-06-28
PTP-701822,LN-509980,CUST-104944,CTC-60017770,COL-1113,2025-06-28,2025-07-01,517.24,Kept,517.24,2025-07-03
