application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200667,CUST-106665,Personal,2560.81,R4,2024-09-03,Approved,2024-09-06,RISK_ENGINE
APP-200866,CUST-107546,HELOC,105470.73,R3,2024-09-03,Approved,2024-09-05,RISK_ENGINE
APP-201301,CUST-107853,HELOC,141311.45,R2,2024-09-03,Approved,2024-09-06,RISK_ENGINE
APP-202626,CUST-105482,HELOC,34756.09,R3,2024-09-03,Approved,2024-09-04,RISK_ENGINE
APP-202773,CUST-100395,Auto,9520.1,R2,2024-09-03,Approved,2024-09-04,RISK_ENGINE
APP-203141,CUST-105971,Credit Card,6632.48,R2,2024-09-03,Approved,2024-09-06,RISK_ENGINE
APP-203197,CUST-101829,Auto,44994.95,R6,2024-09-03,Approved,2024-09-07,RISK_ENGINE
APP-203660,CUST-104182,Personal,22407.86,R1,2024-09-03,Approved,2024-09-06,RISK_ENGINE
APP-203950,CUST-103494,Personal,32625.04,R4,2024-09-03,Approved,2024-09-07,RISK_ENGINE
APP-204620,CUST-100112,Credit Card,18436.71,R6,2024-09-03,Approved,2024-09-07,RISK_ENGINE
APP-205618,CUST-101144,Personal,2095.73,R2,2024-09-03,Approved,2024-09-07,RISK_ENGINE
APP-206033,CUST-103133,Credit Card,22665.16,R2,2024-09-03,Approved,2024-09-04,RISK_ENGINE
APP-206370,CUST-104606,Auto,13428.89,R6,2024-09-03,Approved,2024-09-04,RISK_ENGINE
APP-206821,CUST-106120,Auto,30801.68,R4,2024-09-03,Declined,2024-09-06,RISK_ENGINE
APP-206984,CUST-104379,Auto,54282.08,R4,2024-09-03,Approved,2024-09-07,RISK_ENGINE
APP-207060,CUST-107008,Personal,16165.9,R1,2024-09-03,Approved,2024-09-05,RISK_ENGINE
APP-207477,CUST-102257,Auto,19628.07,R2,2024-09-03,Approved,2024-09-05,RISK_ENGINE
APP-207816,CUST-104963,Auto,37707.91,R1,2024-09-03,Approved,2024-09-06,RISK_ENGINE
APP-207890,CUST-102193,Mortgage,224834.2,R3,2024-09-03,Declined,2024-09-06,RISK_ENGINE
APP-208818,CUST-100468,Auto,48693.02,R4,2024-09-03,Approved,2024-09-04,RISK_ENGINE
APP-210446,CUST-103988,Auto,32832.12,R3,2024-09-03,Approved,2024-09-04,RISK_ENGINE
