application_id,customer_id,loan_type,requested_amount,risk_band_code_at_decision,application_date,decision,decision_date,source_system
APP-200960,CUST-105363,Auto,22112.68,R6,2024-11-16,Approved,2024-11-17,RISK_ENGINE
APP-201854,CUST-104015,Auto,27746.63,R6,2024-11-16,Approved,2024-11-17,RISK_ENGINE
APP-202190,CUST-101383,Personal,12214.75,R1,2024-11-16,Approved,2024-11-20,RISK_ENGINE
APP-203693,CUST-105767,Auto,29285.14,R5,2024-11-16,Approved,2024-11-18,RISK_ENGINE
APP-203771,CUST-103586,Credit Card,22550.71,R6,2024-11-16,Approved,2024-11-17,RISK_ENGINE
APP-203938,CUST-100219,Credit Card,9291.7,R1,2024-11-16,Approved,2024-11-17,RISK_ENGINE
APP-205314,CUST-107144,Auto,25960.09,R2,2024-11-16,Approved,2024-11-17,RISK_ENGINE
APP-207464,CUST-104326,Credit Card,12157.54,R1,2024-11-16,Approved,2024-11-17,RISK_ENGINE
APP-207579,CUST-103522,Auto,26460.57,R1,2024-11-16,Approved,2024-11-18,RISK_ENGINE
APP-208432,CUST-104457,Auto,10422.7,R1,2024-11-16,Approved,2024-11-18,RISK_ENGINE
APP-209113,CUST-101153,HELOC,60771.99,R5,2024-11-16,Declined,2024-11-18,RISK_ENGINE
APP-209320,CUST-101801,Auto,22715.4,R3,2024-11-16,Approved,2024-11-20,RISK_ENGINE
APP-209519,CUST-100066,Auto,38334.6,R5,2024-11-16,Approved,2024-11-19,RISK_ENGINE
APP-209601,CUST-100146,HELOC,137295.62,R5,2024-11-16,Approved,2024-11-17,RISK_ENGINE
APP-209819,CUST-103886,Credit Card,13709.27,R3,2024-11-16,Approved,2024-11-19,RISK_ENGINE
APP-210015,CUST-101474,Personal,5550.41,R4,2024-11-16,Approved,2024-11-19,RISK_ENGINE
