customer_id,file_date,source_updated_at,fico_score,risk_band_code,is_late_arrival,source_system
CUST-105267,2025-05-03,2025-05-13,733,R3,True,CREDIT_BUREAU
CUST-100858,2025-05-03,2025-05-13,822,R1,True,CREDIT_BUREAU
CUST-104595,2025-05-03,2025-05-13,820,R1,True,CREDIT_BUREAU
CUST-102797,2025-05-03,2025-05-13,771,R2,True,CREDIT_BUREAU
CUST-105090,2025-05-03,2025-05-13,599,R6,True,CREDIT_BUREAU
CUST-104336,2025-05-03,2025-05-13,772,R2,True,CREDIT_BUREAU
CUST-105040,2025-05-03,2025-05-13,652,R5,True,CREDIT_BUREAU
CUST-105586,2025-05-03,2025-05-13,766,R2,True,CREDIT_BUREAU
CUST-106768,2025-05-03,2025-05-13,816,R1,True,CREDIT_BUREAU
CUST-102318,2025-05-03,2025-05-13,664,R4,True,CREDIT_BUREAU
CUST-106905,2025-05-03,2025-05-13,723,R3,True,CREDIT_BUREAU
CUST-107140,2025-05-03,2025-05-13,632,R5,True,CREDIT_BUREAU
CUST-103224,2025-05-03,2025-05-13,816,R1,True,CREDIT_BUREAU
CUST-100267,2025-05-03,2025-05-13,825,R1,True,CREDIT_BUREAU
CUST-105203,2025-05-03,2025-05-13,723,R3,True,CREDIT_BUREAU
CUST-103852,2025-05-03,2025-05-13,738,R3,True,CREDIT_BUREAU
CUST-105550,2025-05-03,2025-05-13,669,R4,True,CREDIT_BUREAU
CUST-105772,2025-05-03,2025-05-13,798,R1,True,CREDIT_BUREAU
CUST-103126,2025-05-03,2025-05-13,752,R2,True,CREDIT_BUREAU
CUST-100351,2025-05-03,2025-05-13,726,R3,True,CREDIT_BUREAU
CUST-101799,2025-05-03,2025-05-13,672,R4,True,CREDIT_BUREAU
CUST-104027,2025-05-03,2025-05-13,626,R5,True,CREDIT_BUREAU
CUST-105056,2025-05-03,2025-05-13,727,R3,True,CREDIT_BUREAU
CUST-104022,2025-05-03,2025-05-13,675,R4,True,CREDIT_BUREAU
CUST-105106,2025-05-03,2025-05-13,722,R3,True,CREDIT_BUREAU
CUST-101958,2025-05-03,2025-05-13,642,R5,True,CREDIT_BUREAU
CUST-100306,2025-05-03,2025-05-13,824,R1,True,CREDIT_BUREAU
CUST-107584,2025-05-03,2025-05-13,718,R3,True,CREDIT_BUREAU
CUST-103536,2025-05-03,2025-05-13,716,R3,True,CREDIT_BUREAU
CUST-102476,2025-05-03,2025-05-13,664,R4,True,CREDIT_BUREAU
CUST-106161,2025-05-03,2025-05-13,768,R2,True,CREDIT_BUREAU
CUST-105932,2025-05-03,2025-05-13,761,R2,True,CREDIT_BUREAU
CUST-104381,2025-05-03,2025-05-13,801,R1,True,CREDIT_BUREAU
CUST-106551,2025-05-03,2025-05-13,721,R3,True,CREDIT_BUREAU
CUST-105408,2025-05-03,2025-05-13,737,R3,True,CREDIT_BUREAU
CUST-102892,2025-05-03,2025-05-13,680,R4,True,CREDIT_BUREAU
CUST-104968,2025-05-03,2025-05-13,587,R6,True,CREDIT_BUREAU
CUST-107543,2025-05-03,2025-05-13,603,R6,True,CREDIT_BUREAU
CUST-105597,2025-05-03,2025-05-13,718,R3,True,CREDIT_BUREAU
CUST-104863,2025-05-03,2025-05-13,585,R6,True,CREDIT_BUREAU
CUST-100451,2025-05-03,2025-05-13,733,R3,True,CREDIT_BUREAU
CUST-105080,2025-05-03,2025-05-13,714,R3,True,CREDIT_BUREAU
CUST-104626,2025-05-03,2025-05-13,834,R1,True,CREDIT_BUREAU
CUST-106137,2025-05-03,2025-05-13,818,R1,True,CREDIT_BUREAU
